CIK,Year,Quarter,Total Revenue,Net Income,EPS,Operating Margin
0000200406,2021,1,22321.00,6197.00,2.35,33.30
0000200406,2021,2,23312.00,6278.00,2.38,26.84
0000200406,2021,3,23338.00,3667.00,1.39,24.73
0000200406,2022,1,23426.00,5149.00,1.96,25.02
0000200406,2022,2,24020.00,4814.00,1.83,25.33
0000200406,2022,3,23791.00,4458.00,1.70,26.52
0000200406,2023,1,24746.00,-68.00,-0.03,26.67
0000200406,2023,2,25530.00,5144.00,1.98,26.48
0000200406,2023,3,21351.00,26028.00,10.32,26.64
0000200406,2024,1,21383.00,3255.00,1.35,27.63
0000200406,2024,2,22447.00,4686.00,1.95,27.90
0000200406,2024,3,22471.00,2694.00,1.12,22.60
0000320193,2000,3,1825.00,200.00,0.62,9.21
0000320193,2001,1,1007.00,-195.00,-0.58,-41.73
0000320193,2001,2,1475.00,61.00,0.17,2.10
0000320193,2002,1,1375.00,38.00,0.11,-0.29
0000320193,2002,3,1429.00,32.00,0.09,0.91
0000320193,2003,1,1472.00,-8.00,-0.02,-2.51
0000320193,2003,2,1545.00,19.00,0.05,0.58
0000320193,2004,1,2006.00,63.00,0.17,3.69
0000320193,2004,2,1909.00,46.00,0.13,2.72
0000320193,2004,3,2014.00,61.00,0.16,3.57
0000320193,2005,1,3490.00,295.00,0.75,11.55
0000320193,2005,3,3520.00,320.00,0.39,12.13
0000320193,2005,4,5749.00,565.00,0.68,13.04
0000320193,2006,1,4359.00,410.00,0.49,12.14
0000320193,2006,3,4370.00,472.00,0.55,12.95
0000320193,2007,1,7115.00,1004.00,1.17,18.58
0000320193,2007,3,5410.00,818.00,0.94,19.24
0000320193,2008,1,9608.00,1581.00,1.81,22.12
0000320193,2008,3,7464.00,1072.00,1.21,18.65
0000320193,2009,1,10167.00,1605.00,1.81,20.91
0000320193,2009,3,8337.00,1229.00,1.38,20.05
0000320193,2009,4,15683.00,3378.00,3.74,30.11
0000320193,2010,1,13499.00,3074.00,3.39,29.47
0000320193,2010,2,15700.00,3253.00,3.57,26.98
0000320193,2011,1,26741.00,6004.00,6.53,29.26
0000320193,2011,2,28571.00,7308.00,7.89,32.83
0000320193,2012,1,46333.00,13064.00,14.03,37.43
0000320193,2012,2,35023.00,8824.00,9.42,33.06
0000320193,2013,1,54512.00,13078.00,13.93,31.57
0000320193,2013,3,35323.00,6900.00,7.51,26.05
0000320193,2013,4,57594.00,13072.00,14.59,30.32
0000320193,2014,1,45646.00,10223.00,11.69,29.78
0000320193,2014,2,37432.00,7748.00,1.29,27.48
0000320193,2015,1,74599.00,18024.00,3.08,32.50
0000320193,2015,2,58010.00,13569.00,2.34,31.50
0000320193,2015,3,49605.00,10677.00,1.86,28.40
0000320193,2016,1,75872.00,18361.00,3.30,31.83
0000320193,2016,3,42358.00,7796.00,1.43,23.85
0000320193,2017,1,78351.00,17891.00,3.38,29.81
0000320193,2017,3,52896.00,11029.00,2.11,26.67
0000320193,2018,1,88293.00,20065.00,3.92,29.77
0000320193,2018,3,53265.00,11519.00,2.36,23.69
0000320193,2019,1,84310.00,19965.00,4.22,27.70
0000320193,2019,2,58015.00,11561.00,2.47,23.10
0000320193,2019,3,53809.00,10044.00,2.20,21.45
0000320193,2020,1,91819.00,22236.00,5.04,27.83
0000320193,2020,2,58313.00,11249.00,2.58,22.05
0000320193,2020,3,59685.00,11253.00,2.61,21.93
0000320193,2021,1,111439.00,28755.00,1.70,30.06
0000320193,2021,2,89584.00,23630.00,1.41,30.69
0000320193,2021,3,81434.00,21744.00,1.31,29.60
0000320193,2022,1,123945.00,34630.00,2.11,33.47
0000320193,2022,2,97278.00,25010.00,1.54,30.83
0000320193,2022,3,82959.00,19442.00,1.20,27.80
0000320193,2023,1,117154.00,29998.00,1.89,30.73
0000320193,2023,3,81797.00,19881.00,1.27,28.13
0000320193,2024,1,119575.00,33916.00,2.19,33.76
0000320193,2024,2,90753.00,23636.00,1.53,30.74
0000320193,2024,3,85777.00,21448.00,1.40,29.53
0000320193,2025,1,124300.00,36330.00,2.41,34.47
0000354950,2000,2,12618.00,838.00,0.36,10.77
0000354950,2000,3,11545.00,650.00,0.28,9.13
0000354950,2001,2,12200.00,632.00,0.27,8.43
0000354950,2001,3,14576.00,924.00,0.40,10.27
0000354950,2002,1,14282.00,856.00,0.36,9.54
0000354950,2002,2,16277.00,1182.00,0.50,11.54
0000354950,2002,3,14475.00,940.00,0.40,10.34
0000354950,2003,1,15104.00,907.00,0.40,9.59
0000354950,2003,2,17989.00,1299.00,0.57,11.48
0000354950,2003,3,16598.00,1147.00,0.50,10.98
0000354950,2004,1,17550.00,1098.00,0.49,9.95
0000354950,2004,2,19960.00,1545.00,0.70,12.31
0000354950,2004,3,18772.00,1317.00,0.60,10.95
0000354950,2005,1,18973.00,1247.00,0.58,10.50
0000354950,2005,2,22305.00,1768.00,0.83,12.75
0000354950,2005,3,20744.00,1538.00,0.72,11.92
0000354950,2006,1,21461.00,1484.00,0.70,11.30
0000354950,2006,2,26026.00,1862.00,0.90,12.20
0000354950,2006,3,23085.00,1490.00,0.73,10.70
0000354950,2007,1,21585.00,1046.00,0.53,8.50
0000354950,2007,2,22184.00,1587.00,0.81,11.50
0000354950,2007,3,18961.00,1091.00,0.60,9.30
0000354950,2008,1,17907.00,356.00,0.21,4.10
0000354950,2008,2,20990.00,1202.00,0.72,9.72
0000354950,2008,3,17784.00,756.00,0.45,7.40
0000354950,2009,1,16175.00,514.00,0.30,6.10
0000354950,2009,2,19071.00,1116.00,0.66,9.60
0000354950,2009,3,16361.00,689.00,0.41,7.70
0000354950,2010,1,16863.00,725.00,0.43,7.70
0000354950,2010,2,19410.00,1192.00,0.72,10.56
0000354950,2010,3,16598.00,834.00,0.51,8.72
0000354950,2011,1,16823.00,812.00,0.50,8.50
0000354950,2011,2,20232.00,1363.00,0.87,11.34
0000354950,2011,3,17326.00,934.00,0.60,9.32
0000354950,2012,1,17808.00,1035.00,0.68,9.63
0000354950,2012,3,20570.00,1532.00,1.02,12.50
0000354950,2013,1,19124.00,1226.00,0.83,10.95
0000354950,2013,2,22522.00,1795.00,1.25,13.41
0000354950,2013,3,19470.00,1351.00,0.96,11.77
0000354950,2014,1,19687.00,1379.00,1.00,11.57
0000354950,2014,3,23811.00,2050.00,1.52,14.48
0000354950,2015,1,20891.00,1579.00,1.21,12.40
0000354950,2015,2,24829.00,2234.00,1.74,14.69
0000354950,2015,3,21819.00,1725.00,1.35,13.66
0000354950,2016,1,22762.00,1803.00,1.45,13.50
0000354950,2016,2,26472.00,2441.00,1.98,15.50
0000354950,2016,3,23154.00,1969.00,1.60,14.33
0000354950,2017,1,23887.00,2014.00,1.68,14.01
0000354950,2017,2,28108.00,2672.00,2.26,15.88
0000354950,2017,3,25026.00,2165.00,1.85,14.70
0000354950,2018,1,24947.00,2404.00,2.08,13.55
0000354950,2018,2,30463.00,3506.00,3.06,16.09
0000354950,2018,3,26302.00,2867.00,2.51,14.72
0000354950,2019,1,26381.00,2513.00,2.27,13.63
0000354950,2019,2,30839.00,3479.00,3.17,15.87
0000354950,2019,3,27223.00,2769.00,2.53,14.50
0000354950,2020,1,28260.00,2245.00,2.08,11.60
0000354950,2020,2,38053.00,4332.00,4.02,15.94
0000354950,2020,3,33536.00,3432.00,3.18,14.48
0000354950,2021,1,37500.00,4145.00,3.86,15.42
0000354950,2021,2,41118.00,4807.00,4.53,16.15
0000354950,2021,3,36820.00,4129.00,3.92,15.74
0000354950,2022,2,38908.00,4231.00,4.11,15.23
0000354950,2022,3,38872.00,4339.00,4.24,15.81
0000354950,2023,1,37257.00,3873.00,3.82,14.90
0000354950,2023,2,42916.00,4659.00,4.65,15.34
0000354950,2023,3,37710.00,3810.00,3.81,14.34
0000354950,2024,1,36418.00,3600.00,3.63,13.90
0000354950,2024,2,43175.00,4561.00,4.60,15.14
0000354950,2024,3,40217.00,3648.00,3.67,13.47
0000731766,1999,3,4903.00,144.00,0.83,4.90
0000731766,2000,1,5099.00,174.00,1.06,5.35
0000731766,2000,2,5220.00,170.00,1.04,5.52
0000731766,2000,3,5369.00,182.00,1.08,5.75
0000731766,2001,1,5680.00,212.00,0.67,6.40
0000731766,2001,2,5813.00,223.00,0.68,6.60
0000731766,2001,3,5941.00,231.00,0.71,6.70
0000731766,2002,1,6013.00,295.00,0.92,8.00
0000731766,2002,2,6078.00,325.00,1.07,8.60
0000731766,2002,3,6247.00,353.00,1.17,9.20
0000731766,2003,1,6975.00,403.00,1.35,9.40
0000731766,2003,2,7087.00,439.00,0.74,10.00
0000731766,2003,3,7238.00,476.00,0.81,10.50
0000731766,2004,1,8144.00,554.00,0.92,10.80
0000731766,2004,2,8704.00,596.00,0.98,10.90
0000731766,2004,3,9859.00,698.00,1.09,11.10
0000731766,2005,1,10887.00,779.00,1.22,11.50
0000731766,2005,2,11111.00,809.00,0.61,11.80
0000731766,2005,3,11322.00,842.00,0.67,12.20
0000731766,2006,1,17586.00,899.00,0.66,8.40
0000731766,2006,3,17970.00,1112.00,0.83,10.36
0000731766,2007,1,19047.00,927.00,0.69,8.31
0000731766,2007,2,19000.00,1228.00,0.93,10.92
0000731766,2007,3,18679.00,1283.00,0.98,11.55
0000731766,2008,1,20304.00,994.00,0.80,8.44
0000731766,2008,2,20272.00,337.00,0.28,3.32
0000731766,2008,3,20156.00,920.00,0.76,7.92
0000731766,2009,1,22004.00,984.00,0.82,7.58
0000731766,2009,2,21655.00,859.00,0.73,6.65
0000731766,2009,3,21695.00,1035.00,0.90,7.73
0000731766,2010,1,23193.00,1191.00,1.04,8.69
0000731766,2010,2,23264.00,1123.00,1.00,8.17
0000731766,2010,3,23668.00,1277.00,1.15,9.06
0000731766,2011,1,25432.00,1346.00,1.24,8.73
0000731766,2011,2,25234.00,1267.00,1.18,8.32
0000731766,2011,3,25280.00,1271.00,1.19,8.19
0000731766,2012,1,27282.00,1388.00,1.34,8.49
0000731766,2012,2,27265.00,1337.00,1.30,8.17
0000731766,2012,3,27302.00,1557.00,1.50,9.56
0000731766,2013,1,30340.00,1192.00,1.17,7.05
0000731766,2013,2,30408.00,1436.00,1.42,7.89
0000731766,2013,3,30624.00,1570.00,1.56,8.59
0000731766,2014,1,31708.00,1099.00,1.12,6.48
0000731766,2014,2,32574.00,1408.00,1.44,7.83
0000731766,2014,3,32759.00,1602.00,1.65,8.87
0000731766,2015,1,35756.00,1413.00,1.46,7.40
0000731766,2015,2,36263.00,1585.00,1.66,8.00
0000731766,2015,3,41489.00,1618.00,1.65,7.30
0000731766,2016,1,44527.00,1611.00,1.67,6.60
0000731766,2016,2,46485.00,1754.00,1.84,6.90
0000731766,2016,3,46293.00,1968.00,2.07,7.73
0000731766,2017,1,48723.00,2172.00,2.23,7.00
0000731766,2017,2,50053.00,2284.00,2.37,7.50
0000731766,2017,3,50322.00,2485.00,2.51,8.10
0000731766,2018,1,55188.00,2836.00,2.94,7.30
0000731766,2018,2,56086.00,2922.00,3.04,7.50
0000731766,2018,3,56556.00,3188.00,3.31,8.10
0000731766,2019,1,60308.00,3467.00,3.56,8.00
0000731766,2019,2,60595.00,3293.00,3.47,7.80
0000731766,2019,3,60351.00,3538.00,3.73,8.30
0000731766,2020,1,64421.00,3382.00,3.52,7.80
0000731766,2020,3,65115.00,3172.00,3.34,7.10
0000731766,2021,1,70196.00,4862.00,5.08,9.60
0000731766,2021,2,71321.00,4266.00,4.52,8.40
0000731766,2021,3,72337.00,4086.00,4.33,7.90
0000731766,2022,1,80149.00,5027.00,5.27,8.70
0000731766,2022,2,80332.00,5070.00,5.41,8.90
0000731766,2022,3,80894.00,5262.00,5.63,9.20
0000731766,2023,1,91931.00,5611.00,5.95,8.80
0000731766,2023,2,92903.00,5474.00,5.89,8.70
0000731766,2023,3,92361.00,5841.00,6.31,9.20
0000731766,2024,1,99796.00,-1409.00,-1.53,7.90
0000731766,2024,2,98855.00,4216.00,4.58,8.00
0000731766,2024,3,100820.00,6055.00,6.56,8.60
0000789019,2001,1,6456.00,2451.00,0.46,46.40
0000789019,2001,3,6126.00,1283.00,0.24,47.29
0000789019,2001,4,7741.00,2283.00,0.42,36.68
0000789019,2002,1,7245.00,2738.00,0.51,45.49
0000789019,2002,3,7746.00,2726.00,0.51,52.31
0000789019,2002,4,8541.00,2552.00,0.48,38.15
0000789019,2003,1,7835.00,2794.00,0.26,47.43
0000789019,2003,3,8215.00,2614.00,0.24,38.35
0000789019,2003,4,10153.00,1549.00,0.14,14.53
0000789019,2004,1,9175.00,1315.00,0.12,13.92
0000789019,2004,3,9189.00,2528.00,0.23,38.00
0000789019,2004,4,10818.00,3463.00,0.32,43.90
0000789019,2005,1,9620.00,2563.00,0.24,34.60
0000789019,2005,3,9741.00,3141.00,0.29,41.52
0000789019,2005,4,11837.00,3653.00,0.35,39.31
0000789019,2006,1,10900.00,2977.00,0.29,35.69
0000789019,2006,3,10811.00,3478.00,0.35,41.38
0000789019,2006,4,12542.00,2626.00,0.27,27.68
0000789019,2007,3,14398.00,4926.00,0.51,45.78
0000789019,2007,4,16367.00,4707.00,0.50,39.60
0000320193,2023,2,94836.00,24160.00,1.53,29.84
0000731766,2020,2,62138.00,6637.00,6.91,14.90
0000789019,2008,3,14454.00,4388.00,0.47,30.50
0000789019,2008,4,16629.00,4174.00,0.47,35.71
0000789019,2009,1,13648.00,2977.00,0.33,32.50
0000789019,2009,3,12920.00,3574.00,0.40,34.66
0000789019,2009,4,19022.00,6662.00,0.75,44.76
0000789019,2010,1,14503.00,4006.00,0.46,35.67
0000789019,2010,3,16195.00,5410.00,0.63,43.92
0000789019,2010,4,19953.00,6634.00,0.78,40.95
0000789019,2011,1,16428.00,5232.00,0.62,34.76
0000789019,2011,3,17372.00,5738.00,0.68,41.46
0000789019,2011,4,20885.00,6624.00,0.79,38.27
0000789019,2012,1,17407.00,5108.00,0.61,36.63
0000789019,2012,3,16008.00,4466.00,0.53,33.18
0000789019,2012,4,21456.00,6377.00,0.76,36.20
0000789019,2013,1,20489.00,6055.00,0.72,37.16
0000789019,2013,3,18529.00,5244.00,0.63,34.17
0000789019,2013,4,24519.00,6558.00,0.79,32.50
0000789019,2014,1,20403.00,5660.00,0.68,34.16
0000789019,2014,3,23201.00,4540.00,0.55,25.19
0000789019,2014,4,26470.00,5863.00,0.71,29.37
0000789019,2015,1,21729.00,4985.00,0.61,30.33
0000789019,2015,3,20379.00,4620.00,0.58,28.44
0000789019,2015,4,23796.00,4998.00,0.63,25.33
0000789019,2016,1,20531.00,3756.00,0.48,25.74
0000789019,2016,3,20453.00,4690.00,0.60,25.53
0000789019,2016,4,24090.00,5200.00,0.67,25.63
0000789019,2017,1,22090.00,4801.00,0.62,25.33
0000789019,2017,3,24538.00,6576.00,0.85,31.42
0000789019,2018,1,28918.00,-6302.00,-0.82,30.02
0000789019,2018,3,29084.00,8824.00,1.15,34.23
0000789019,2019,2,32471.00,8420.00,1.09,31.60
0000789019,2019,1,30571.00,8809.00,1.15,33.83
0000789019,2019,3,33055.00,10678.00,1.40,38.39
0000789019,2019,4,36906.00,11649.00,1.53,37.65
0000789019,2020,1,35021.00,10752.00,1.41,37.03
0000789019,2020,3,37154.00,13893.00,1.84,42.73
0000789019,2020,4,43076.00,15463.00,2.05,41.56
0000789019,2021,1,41706.00,15457.00,2.05,40.89
0000789019,2021,4,51728.00,18765.00,2.50,43.00
0000789019,2022,1,49360.00,16728.00,2.23,41.25
0000789019,2022,3,50122.00,17556.00,2.35,42.93
0000789019,2022,4,52747.00,16425.00,2.20,38.69
0000789019,2023,1,52857.00,18299.00,2.46,42.29
0000789019,2023,3,56517.00,22291.00,3.00,47.57
0000789019,2023,4,62020.00,21870.00,2.94,43.57
0000789019,2024,1,61858.00,21939.00,2.95,44.57
0000789019,2024,3,65585.00,24667.00,3.32,46.60
0000789019,2024,4,69632.00,24108.00,3.24,45.47
0000796343,1999,2,245.89,44.96,0.74,21.00
0000796343,1999,3,260.88,57.16,0.94,27.59
0000796343,2000,1,282.23,64.57,0.54,31.55
0000796343,2000,2,300.09,65.78,0.55,29.84
0000796343,2000,3,328.87,78.27,0.66,32.20
0000796343,2001,1,328.97,69.76,0.29,35.10
0000796343,2001,2,344.09,61.31,0.26,34.25
0000796343,2001,3,292.12,40.29,0.17,31.78
0000796343,2002,1,267.90,49.81,0.21,23.80
0000796343,2002,2,317.36,54.30,0.23,28.63
0000796343,2002,3,284.88,47.20,0.20,24.38
0000796343,2003,1,296.90,54.23,0.23,27.13
0000796343,2003,2,320.15,64.25,0.28,28.57
0000796343,2003,3,319.12,64.52,0.28,28.88
0000796343,2004,1,423.28,123.04,0.52,38.57
0000796343,2004,2,410.09,109.40,0.46,34.57
0000796343,2004,3,403.71,104.46,0.44,34.73
0000796343,2005,1,472.88,151.89,0.62,36.10
0000796343,2005,2,496.03,149.78,0.31,36.73
0000796343,2005,3,487.04,144.92,0.29,37.68
0000796343,2006,1,655.48,105.07,0.18,19.83
0000796343,2006,2,635.46,123.10,0.21,23.28
0000796343,2006,3,602.19,94.40,0.16,18.26
0000796343,2007,1,649.41,143.85,0.24,22.53
0000796343,2007,2,745.58,152.51,0.26,24.19
0000796343,2007,3,851.69,205.24,0.35,29.93
