CIK,Year,Quarter,Total Revenue,Net Income,EPS,Operating Margin
0001326801,2012,2,1184.00,-157.00,-0.08,-62.75
0001326801,2012,3,1262.00,-59.00,-0.02,29.87
0001326801,2013,1,1458.00,219.00,0.09,25.57
0001326801,2013,2,1813.00,333.00,0.14,31.00
0001326801,2013,3,2016.00,425.00,0.17,36.51
0000001800,2000,2,3370.15,685.20,0.44,24.97
0000001800,2000,3,3317.90,654.42,0.42,23.66
0000001800,2001,1,3559.88,-223.61,-0.14,-4.60
0000001800,2001,2,4099.12,529.05,0.34,14.60
0000001800,2001,3,4181.19,631.40,0.41,17.81
0000001800,2002,1,4189.29,854.28,0.55,24.94
0000001800,2002,2,4314.89,592.27,0.38,15.83
0000001800,2002,3,4341.24,720.05,0.46,21.03
0000001800,2003,1,4580.46,800.98,0.51,21.40
0000001800,2003,2,4723.64,246.64,0.16,6.89
0000001800,2003,3,4845.88,761.22,0.49,18.80
0000001800,2004,1,5216.05,822.91,0.53,19.79
0000001800,2004,2,4703.05,634.26,0.41,16.93
0000001800,2004,3,4681.67,804.08,0.52,21.85
0000001800,2005,1,5382.68,837.89,0.54,21.11
0000001800,2005,2,5523.80,877.05,0.56,19.80
0000001800,2005,3,5384.00,680.71,0.44,15.43
0000001800,2006,1,5183.46,864.88,0.57,20.52
0000001800,2006,2,5501.12,612.24,0.40,9.87
0000001800,2006,3,5573.77,715.84,0.47,12.37
0000001800,2007,1,5290.28,697.54,0.45,16.60
0000001800,2007,2,6370.62,988.74,0.64,18.62
0000001800,2007,3,6376.71,717.01,0.46,14.53
0000001800,2008,1,6765.60,937.87,0.61,16.96
0000001800,2008,2,7314.02,1322.01,0.86,19.24
0000001800,2008,3,7497.66,1084.61,0.70,18.62
0000001800,2009,1,6718.37,1438.64,0.93,15.80
0000001800,2009,2,7494.88,1288.11,0.83,22.30
0000001800,2009,3,7761.34,1480.37,0.95,21.13
0000001800,2010,1,7698.35,1003.02,0.65,19.10
0000001800,2010,2,8826.01,1291.65,0.83,18.19
0000001800,2010,3,8674.51,890.66,0.58,13.60
0000001800,2011,1,9040.85,863.82,0.56,14.38
0000001800,2011,2,9616.29,1942.78,1.24,18.45
0000001800,2011,3,9816.67,303.18,0.19,6.06
0000001800,2012,1,9456.63,1242.12,0.79,16.67
0000001800,2012,2,9807.10,1724.61,1.09,21.46
0000001800,2012,3,9773.24,1942.81,1.22,20.37
0000001800,2013,1,5377.90,544.66,0.35,11.44
0000001800,2013,2,5446.03,476.06,0.30,11.53
0000001800,2013,3,5369.14,965.73,0.62,11.74
0000001800,2014,1,5244.00,375.00,0.24,8.60
0000001800,2014,2,5551.00,466.00,0.30,13.71
0000001800,2014,3,5104.00,538.00,0.36,14.32
0000001800,2015,1,4897.00,2292.00,1.52,12.46
0000001800,2015,2,5170.00,784.00,0.52,14.10
0000001800,2015,3,5150.00,580.00,0.39,13.83
0000001800,2016,1,4885.00,316.00,0.21,10.73
0000001800,2016,2,5333.00,615.00,0.41,15.31
0000001800,2016,3,5302.00,-329.00,-0.22,16.91
0000001800,2017,1,6335.00,419.00,0.24,-3.19
0000001800,2017,2,6637.00,283.00,0.16,6.43
0000001800,2017,3,6829.00,603.00,0.34,11.86
0000001800,2018,1,7390.00,418.00,0.24,8.23
0000001800,2018,2,7767.00,733.00,0.42,11.35
0000001800,2018,3,7656.00,563.00,0.32,13.00
0000001800,2019,1,7535.00,672.00,0.38,9.81
0000001800,2019,2,7979.00,1006.00,0.57,15.12
0000001800,2019,3,8076.00,960.00,0.54,14.82
0000001800,2020,1,7726.00,564.00,0.32,9.82
0000001800,2020,2,7328.00,537.00,0.30,9.17
0000001800,2020,3,8853.00,1232.00,0.69,16.88
0000001800,2021,1,10456.00,1793.00,1.00,20.16
0000001800,2021,2,10223.00,1189.00,0.67,13.61
0000001800,2021,3,10928.00,2100.00,1.18,23.30
0000001800,2022,1,11895.00,2447.00,1.38,24.48
0000001800,2022,2,11257.00,2018.00,1.15,21.10
0000001800,2022,3,10410.00,1435.00,0.82,17.01
0000001800,2023,1,9747.00,1318.00,0.75,15.47
0000001800,2023,2,9978.00,1375.00,0.79,15.45
0000001800,2023,3,10143.00,1436.00,0.82,16.23
0000001800,2024,1,9964.00,1225.00,0.70,13.91
0000001800,2024,2,10377.00,1302.00,0.74,16.08
0000001800,2024,3,10635.00,1646.00,0.94,17.48
0000002488,2001,1,1188.75,124.84,0.40,14.05
0000002488,2001,2,985.26,17.35,0.05,2.20
0000002488,2001,3,765.87,-186.93,-0.54,-29.96
0000002488,2002,1,902.07,-9.16,-0.03,-1.50
0000002488,2002,2,600.30,-184.94,-0.54,-49.44
0000002488,2002,3,508.23,-254.17,-0.74,-64.00
0000002488,2003,1,714.56,-146.36,-0.42,-17.56
0000002488,2003,2,645.26,-140.10,-0.40,-19.14
0000002488,2003,3,954.00,-31.23,-0.09,-3.17
0000002488,2004,1,1236.43,45.09,0.13,4.96
0000002488,2004,2,1261.84,32.18,0.09,5.74
0000002488,2004,3,1239.46,43.85,0.12,5.52
0000002488,2005,1,1226.63,-17.42,-0.04,-3.72
0000002488,2005,2,1259.92,11.32,0.03,-0.57
0000002488,2005,3,1522.76,76.00,0.19,5.17
0000002488,2006,1,1332.16,184.52,0.40,19.44
0000002488,2006,2,1216.37,88.85,0.18,8.40
0000002488,2006,3,1327.62,134.46,0.28,8.97
0000002488,2007,1,1233.00,-611.00,-1.11,-40.89
0000002488,2007,2,1378.00,-600.00,-1.09,-33.17
0000002488,2007,3,1632.00,-396.00,-0.71,-13.84
0000002488,2008,1,1505.00,-358.00,-0.59,-17.57
0000002488,2008,2,1349.00,-1189.00,-1.96,-10.59
0000002488,2008,3,1776.00,-127.00,-0.21,7.37
0000002488,2009,1,1177.00,-416.00,-0.66,-25.30
0000002488,2009,2,1184.00,-330.00,-0.49,-21.01
0000002488,2009,3,1396.00,-128.00,-0.18,-5.52
0000002488,2010,1,1574.00,257.00,0.36,11.57
0000002488,2010,2,1653.00,-43.00,-0.06,7.57
0000002488,2010,3,1618.00,-118.00,-0.17,7.91
0000002488,2011,1,1613.00,510.00,0.71,3.35
0000002488,2011,2,1574.00,61.00,0.08,6.67
0000002488,2011,3,1690.00,97.00,0.13,8.16
0000002488,2012,1,1585.00,-590.00,-0.80,-36.58
0000002488,2012,2,1413.00,37.00,0.05,5.45
0000002488,2012,3,1269.00,-157.00,-0.21,-10.33
0000002488,2013,1,1088.00,-146.00,-0.19,-9.01
0000002488,2013,2,1161.00,-74.00,-0.10,-2.50
0000002488,2013,3,1461.00,48.00,0.06,6.50
0000002488,2014,1,1397.00,-20.00,-0.03,3.51
0000002488,2014,2,1441.00,-36.00,-0.05,4.38
0000002488,2014,3,1429.00,17.00,0.02,4.41
0000002488,2015,1,1030.00,-180.00,-0.23,-13.30
0000002488,2015,2,942.00,-181.00,-0.23,-14.56
0000002488,2015,3,1061.00,-197.00,-0.25,-14.90
0000002488,2016,1,832.00,-109.00,-0.14,-8.17
0000002488,2016,2,1027.00,69.00,0.09,-0.78
0000002488,2016,3,1307.00,-398.00,-0.50,-22.40
0000002488,2017,1,984.00,-73.00,-0.08,-2.95
0000002488,2017,2,1222.00,-16.00,-0.02,2.05
0000002488,2017,3,1643.00,71.00,0.07,7.67
0000002488,2018,1,1647.00,81.00,0.08,7.29
0000002488,2018,2,1756.00,116.00,0.12,8.71
0000002488,2018,3,1653.00,102.00,0.10,9.08
0000002488,2019,1,1272.00,16.00,0.01,2.99
0000002488,2019,2,1531.00,35.00,0.03,3.85
0000002488,2019,3,1801.00,120.00,0.11,10.33
0000002488,2020,1,1786.00,162.00,0.14,9.92
0000002488,2020,2,1932.00,157.00,0.13,8.96
0000002488,2020,3,2801.00,390.00,0.33,16.03
0000002488,2021,1,3445.00,555.00,0.46,19.21
0000002488,2021,2,3850.00,710.00,0.58,21.56
0000002488,2021,3,4313.00,923.00,0.76,21.97
0000002488,2022,1,5887.00,786.00,0.56,16.14
0000002488,2022,2,6550.00,447.00,0.28,8.03
0000002488,2022,3,5565.00,66.00,0.04,-1.15
0000002488,2023,1,5353.00,-139.00,-0.09,-2.71
0000002488,2023,2,5359.00,27.00,0.02,-0.37
0000002488,2023,3,5800.00,299.00,0.18,3.86
0000002488,2024,1,5473.00,123.00,0.08,0.66
0000002488,2024,2,5835.00,265.00,0.16,4.61
0000002488,2024,3,6819.00,771.00,0.48,10.62
0000002969,2001,1,1498.30,94.60,0.44,17.60
0000002969,2001,3,1415.90,132.30,0.62,17.80
0000002969,2001,4,1316.50,113.70,0.53,14.00
0000002969,2002,1,1312.70,126.10,0.58,11.79
0000002969,2002,3,1374.00,141.30,0.65,15.65
0000002969,2002,4,1447.00,125.80,0.57,13.57
0000002969,2003,1,1578.10,113.60,0.52,13.50
0000002969,2003,3,1629.90,26.60,0.12,2.45
0000002969,2004,1,1684.90,131.80,0.59,11.80
0000002969,2004,2,1892.50,163.00,0.73,12.35
0000002969,2004,4,1991.00,166.80,0.74,11.97
0000002969,2005,1,2003.30,175.30,0.77,12.59
0000002969,2005,2,2078.40,190.60,0.84,12.64
0000002969,2005,4,2098.60,180.70,0.81,12.02
0000002969,2006,1,2317.20,204.00,0.92,12.71
0000002969,2006,2,2319.60,210.30,0.94,12.86
0000002969,2006,4,2432.50,230.30,1.03,13.66
0000002969,2007,1,2473.30,227.60,1.05,13.13
0000002969,2007,2,2595.00,284.90,1.32,14.04
0000002969,2007,4,2473.60,263.70,1.23,15.03
0000002969,2008,1,2605.30,314.30,1.48,12.98
0000002969,2008,3,2808.00,70.10,0.33,2.41
0000002969,2009,1,2195.30,68.60,0.33,5.20
0000002969,2009,2,1976.20,113.20,0.54,7.27
0000002969,2009,4,2173.50,251.80,1.19,15.87
0000002969,2010,1,2249.00,252.00,1.19,15.14
0000002969,2010,2,2252.30,261.30,1.19,14.93
0000002969,2010,4,2391.70,275.90,1.25,15.10
0000002969,2011,1,2501.30,304.30,1.42,16.80
0000002969,2011,2,2577.80,326.50,1.50,16.20
0000002969,2011,4,2423.10,248.10,1.18,15.90
0000002969,2012,1,2344.30,296.00,1.40,12.28
0000002969,2012,2,2340.10,484.50,2.29,20.60
0000002969,2012,4,2562.40,287.20,1.33,14.50
0000002969,2013,1,2484.20,299.60,1.39,15.70
0000002969,2013,2,2547.30,288.40,1.38,15.00
0000002969,2013,4,2545.50,299.10,1.35,15.10
0000002969,2014,1,2581.90,291.50,1.33,14.90
0000002969,2014,3,2634.60,314.00,1.47,15.70
0000002969,2014,4,2560.80,324.60,1.50,16.80
0000002969,2015,1,2414.50,296.90,1.35,15.50
0000002969,2015,2,2470.20,318.80,1.48,17.10
0000002969,2015,4,2355.80,372.00,1.68,20.90
0000002969,2016,1,2271.20,-473.30,-2.19,22.60
0000002969,2016,2,2434.40,354.10,1.60,22.00
0000002969,2016,4,1882.50,306.40,1.38,17.40
0000002969,2017,1,1980.10,2130.00,9.70,19.80
0000002969,2017,2,2121.90,104.10,0.47,11.90
0000002969,2017,4,2216.60,161.70,0.70,20.80
0000002969,2018,1,2155.70,423.60,1.89,21.10
0000002969,2018,3,2259.00,487.90,2.16,22.80
0000002969,2018,4,2224.00,357.00,1.57,20.50
0000002969,2019,1,2187.70,433.50,1.91,23.60
0000002969,2019,3,2224.00,500.20,2.21,25.60
0000002969,2019,4,2254.70,488.90,2.15,24.90
0000002969,2020,1,2216.30,490.40,2.16,26.04
0000002969,2020,2,2065.20,457.10,2.02,26.10
0000002969,2020,4,2375.20,486.70,2.18,22.70
0000002969,2021,1,2502.00,477.10,2.13,21.93
0000002969,2021,3,2604.70,532.30,2.41,22.16
0000002969,2021,4,2994.20,549.60,2.52,17.50
0000002969,2022,1,2945.10,536.80,2.39,19.10
0000002969,2022,2,3189.30,587.10,2.62,19.70
0000002969,2022,4,3174.70,583.80,2.58,20.50
0000002969,2023,1,3200.10,449.90,1.98,14.40
0000002969,2023,2,3033.90,610.50,2.68,21.20
0000002969,2023,4,2997.40,621.60,2.74,22.20
0000002969,2024,1,2930.20,572.40,2.57,21.70
0000002969,2024,3,2985.50,708.90,3.13,24.70
0000002969,2024,4,2931.50,649.80,2.77,22.00
0000004962,2000,2,5970.00,740.00,0.56,17.51
0000004962,2000,3,5981.00,737.00,0.56,N/A
0000004962,2001,1,5719.00,538.00,0.41,12.96
0000004962,2001,2,5268.00,178.00,0.13,2.90
0000004962,2001,3,5724.00,298.00,0.23,6.19
0000004962,2002,1,5759.00,618.00,0.47,14.90
0000004962,2002,2,5945.00,683.00,0.52,16.17
0000004962,2002,3,5907.00,687.00,0.52,N/A
0000004962,2003,1,6023.00,692.00,0.53,16.53
0000004962,2003,2,6356.00,762.00,0.59,17.26
0000004962,2003,3,6419.00,770.00,0.60,N/A
0000004962,2004,1,6910.00,794.00,0.62,12.53
0000004962,2004,2,7258.00,876.00,0.69,12.06
0000004962,2004,3,7202.00,879.00,0.70,17.41
0000004962,2005,1,7573.00,946.00,0.76,18.16
0000004962,2005,2,8002.00,1013.00,0.82,16.49
0000004962,2005,3,6068.00,1030.00,0.84,14.26
0000004962,2006,1,6332.00,873.00,0.71,13.83
0000004962,2006,2,6850.00,945.00,0.78,21.04
0000004962,2006,3,6759.00,967.00,0.80,N/A
0000004962,2007,1,7631.00,1057.00,0.89,13.95
0000004962,2007,2,8199.00,1057.00,0.90,12.96
0000004962,2007,3,7953.00,1067.00,0.91,17.82
0000004962,2008,1,8105.00,991.00,0.86,12.02
0000004962,2008,2,8097.00,653.00,0.56,8.08
0000004962,2008,3,N/A,815.00,0.71,N/A
0000004962,2009,1,5926.00,437.00,0.31,9.18
0000004962,2009,2,6092.00,102.00,0.09,6.86
0000004962,2009,3,6016.00,640.00,0.54,15.26
0000004962,2010,1,6606.00,885.00,0.74,13.39
0000004962,2010,2,10118.00,1017.00,0.84,10.05
0000004962,2010,3,7033.00,1093.00,0.91,23.32
0000004962,2011,1,7031.00,1177.00,0.98,24.63
0000004962,2011,2,7618.00,1331.00,1.11,17.00
0000004962,2011,3,7571.00,1235.00,1.04,22.59
0000004962,2012,1,7614.00,1256.00,1.07,16.51
0000004962,2012,2,7965.00,1339.00,1.16,16.80
0000004962,2012,3,7862.00,1236.00,1.10,15.89
0000004962,2013,1,8400.00,1280.00,1.15,28.90
0000004962,2013,2,8245.00,1405.00,1.28,24.21
0000004962,2013,3,8301.00,1366.00,1.26,24.13
0000004962,2014,1,8199.00,1432.00,1.34,26.93
0000004962,2014,2,8657.00,1529.00,1.43,17.65
0000004962,2014,3,8329.00,1477.00,1.40,26.95
0000004962,2015,1,7950.00,1525.00,1.49,N/A
0000004962,2015,2,8284.00,1473.00,1.43,26.93
0000004962,2015,3,8193.00,1266.00,1.24,23.67
0000004962,2016,1,8088.00,1426.00,1.45,17.61
0000004962,2016,2,8235.00,2015.00,2.11,N/A
0000004962,2016,3,7774.00,1142.00,1.21,14.68
0000004962,2017,1,7889.00,1237.00,1.34,23.04
0000004962,2017,2,8307.00,1340.00,1.47,23.46
0000004962,2017,3,8436.00,1356.00,1.50,21.67
0000004962,2018,1,9718.00,1634.00,1.86,16.82
0000004962,2018,2,10002.00,1623.00,1.84,20.91
0000004962,2018,3,10144.00,1654.00,1.89,20.87
0000004962,2019,1,10364.00,1550.00,1.80,18.89
0000004962,2019,2,10838.00,1761.00,2.07,20.45
0000004962,2019,3,10989.00,1755.00,2.08,20.60
0000004962,2020,1,10310.00,367.00,0.41,N/A
0000004962,2020,2,7675.00,257.00,0.29,N/A
0000004962,2020,3,8751.00,1073.00,1.30,15.60
0000004962,2021,1,9064.00,2235.00,2.74,24.66
0000004962,2021,2,10243.00,2280.00,2.80,28.66
0000004962,2021,3,10928.00,1826.00,2.27,N/A
0000004962,2022,1,11735.00,2099.00,2.73,23.13
0000004962,2022,2,13395.00,1964.00,2.57,22.06
0000004962,2022,3,13556.00,1879.00,2.47,18.13
0000004962,2023,1,14281.00,1816.00,2.40,15.18
0000004962,2023,2,15054.00,2174.00,2.89,26.11
0000004962,2023,3,15381.00,2451.00,3.30,N/A
0000004962,2024,1,15801.00,2437.00,3.33,15.43
0000004962,2024,2,16333.00,3015.00,4.15,30.95
0000004962,2024,3,16636.00,2507.00,3.49,19.26
0000004977,2000,3,2475.00,163.00,0.61,10.18
0000004977,2001,1,2421.00,178.00,0.34,11.32
0000004977,2001,2,2348.00,153.00,0.29,10.61
0000004977,2001,3,2446.00,193.00,0.37,12.02
0000004977,2002,1,2371.00,183.00,0.35,8.10
0000004977,2002,2,2513.00,212.00,0.41,8.04
0000004977,2002,3,2707.00,240.00,0.46,13.18
0000004977,2003,1,2807.00,237.00,0.46,8.70
0000004977,2003,2,2861.00,248.00,0.48,8.39
0000004977,2003,3,2931.00,237.00,0.46,8.37
0000004977,2004,1,3280.00,315.00,0.62,14.57
0000004977,2004,2,3233.00,265.00,0.52,13.00
0000004977,2004,3,3321.00,301.00,0.59,13.81
0000004977,2005,1,3559.00,328.00,0.65,14.22
0000004977,2005,2,3567.00,336.00,0.67,14.48
0000004977,2005,3,3669.00,455.00,0.91,17.58
0000004977,2006,1,3559.00,375.00,0.75,16.17
0000004977,2006,2,3697.00,408.00,0.82,16.87
0000004977,2006,3,3672.00,367.00,0.74,15.16
0000004977,2007,1,3751.00,416.00,0.85,17.00
0000004977,2007,2,3764.00,415.00,0.85,16.87
0000004977,2007,3,3861.00,420.00,0.86,16.62
0000004977,2008,1,4267.00,474.00,0.99,17.02
0000004977,2008,2,4336.00,483.00,1.02,17.06
0000004977,2008,3,3691.00,100.00,0.21,4.01
0000004977,2009,1,4818.00,569.00,1.22,18.08
0000004977,2009,2,4313.00,314.00,0.67,10.97
0000004977,2009,3,4526.00,363.00,0.78,12.13
0000004977,2010,1,5065.00,636.00,1.36,12.55
0000004977,2010,2,4980.00,581.00,1.24,17.87
0000004977,2010,3,5394.00,690.00,1.47,19.57
0000004977,2011,1,5117.00,395.00,0.84,11.72
0000004977,2011,2,5100.00,280.00,0.60,20.46
0000004977,2011,3,5987.00,744.00,1.60,18.45
0000004977,2012,1,6240.00,785.00,1.68,12.59
0000004977,2012,2,5902.00,483.00,1.04,12.55
0000004977,2012,3,6800.00,1017.00,2.16,18.44
0000004977,2013,1,6200.00,892.00,1.90,12.74
0000004977,2013,2,6044.00,889.00,1.91,22.48
0000004977,2013,3,5900.00,702.00,1.50,11.64
0000004977,2014,1,5640.00,732.00,1.60,19.57
0000004977,2014,2,5838.00,810.00,1.79,21.21
0000004977,2014,3,5700.00,706.00,1.56,12.02
0000004977,2015,1,5207.00,663.00,1.51,13.03
0000004977,2015,2,5300.00,573.00,1.32,12.28
0000004977,2015,3,5114.00,567.00,1.32,13.14
0000004977,2016,1,5353.00,731.00,1.74,21.86
0000004977,2016,2,5437.00,548.00,1.33,15.33
0000004977,2016,3,5716.00,629.00,1.54,13.10
0000004977,2017,1,5330.00,592.00,1.47,20.24
0000004977,2017,2,5428.00,713.00,1.80,19.25
0000004977,2017,3,5506.00,716.00,1.81,19.53
0000004977,2018,1,5464.00,717.00,0.92,13.12
0000004977,2018,2,5589.00,832.00,1.08,20.23
0000004977,2018,3,5600.00,845.00,1.09,15.09
0000004977,2019,1,5657.00,928.00,1.23,21.95
0000004977,2019,2,5511.00,817.00,1.10,20.13
0000004977,2019,3,5500.00,777.00,1.04,14.13
0000004977,2020,1,5162.00,566.00,0.78,13.94
0000004977,2020,2,5407.00,805.00,1.12,14.88
0000004977,2020,3,5665.00,2456.00,3.45,20.37
0000004977,2021,1,5900.00,1300.00,1.87,22.03
0000004977,2021,2,5600.00,1100.00,1.62,19.64
0000004977,2021,3,5200.00,888.00,1.32,24.00
0000004977,2022,1,5300.00,1000.00,1.58,21.57
0000004977,2022,2,5400.00,1388.00,2.17,31.50
0000004977,2022,3,4800.00,1600.00,2.53,33.33
0000004977,2023,1,4800.00,1200.00,1.94,25.00
0000004977,2023,2,5172.00,1634.00,2.71,31.59
0000004977,2023,3,4950.00,1569.00,2.64,36.46
0000004977,2024,1,5400.00,1900.00,3.25,35.19
0000004977,2024,2,5100.00,1800.00,3.10,35.29
0000004977,2024,3,2949.00,-93.00,-0.17,3.12
0000006201,2000,2,5011.00,321.00,2.15,10.32
0000006201,2001,1,4760.00,-43.00,-0.28,0.36
0000006201,2001,2,5583.00,-507.00,-3.29,-13.61
0000006201,2001,3,4816.00,-414.00,-2.68,-11.58
0000006201,2002,1,4136.00,-575.00,-3.71,-17.63
0000006201,2002,2,4479.00,-495.00,-3.19,-13.42
0000006201,2002,3,4494.00,-924.00,-5.93,-29.41
0000006201,2003,1,4120.00,-1043.00,-6.68,-21.07
0000006201,2003,2,4324.00,-75.00,-0.47,2.01
0000006201,2003,3,4605.00,1.00,0.00,3.58
0000006201,2004,1,4512.00,-166.00,-1.03,0.93
0000006201,2004,2,4830.00,6.00,0.04,4.06
0000006201,2004,3,4762.00,-214.00,-1.33,-0.57
0000006201,2005,1,4750.00,-162.00,-1.00,0.48
0000006201,2005,2,5309.00,58.00,0.35,4.32
0000006201,2005,3,5485.00,-153.00,-0.93,0.71
0000006201,2006,1,5344.00,-92.00,-0.49,2.15
0000006201,2006,2,5975.00,291.00,1.44,7.97
0000006201,2006,3,5847.00,15.00,0.07,4.85
0000006201,2007,1,5427.00,81.00,0.35,4.57
0000006201,2007,2,5879.00,317.00,1.28,7.94
0000006201,2007,3,5946.00,175.00,0.70,5.36
0000006201,2008,1,5697.00,-328.00,-1.32,-3.28
0000006201,2008,2,6179.00,-1448.00,-5.77,-20.87
0000006201,2008,3,6421.00,45.00,0.17,-3.36
0000006201,2009,1,4839.00,-375.00,-1.35,-4.01
0000006201,2009,2,4889.00,-390.00,-1.39,-4.62
0000006201,2009,3,5127.00,-359.00,-1.26,-3.78
0000006201,2010,1,5068.00,-505.00,-1.52,-5.88
0000006201,2010,2,5674.00,-11.00,-0.03,3.45
0000006201,2010,3,5842.00,143.00,0.43,5.85
0000006201,2011,1,5533.00,-436.00,-1.31,-4.19
0000006201,2011,2,6114.00,-286.00,-0.85,-1.28
0000006201,2011,3,6376.00,-162.00,-0.48,0.61
0000006201,2012,1,6037.00,-1660.00,-4.95,-1.47
0000006201,2012,2,6452.00,-241.00,-0.72,2.20
0000006201,2012,3,6429.00,-238.00,-0.71,0.79
0000006201,2013,1,6098.00,-341.00,-1.02,0.85
0000006201,2013,2,6449.00,220.00,0.65,7.58
0000006201,2013,3,6828.00,289.00,0.86,10.22
0000006201,2014,1,9995.00,480.00,0.66,7.30
0000006201,2014,2,11355.00,864.00,1.20,12.32
0000006201,2014,3,11139.00,942.00,1.31,11.31
0000006201,2015,1,9827.00,932.00,1.34,12.38
0000006201,2015,2,10827.00,1704.00,2.47,17.73
0000006201,2015,3,10706.00,1693.00,N/A,18.68
0000006201,2016,1,9435.00,700.00,1.15,14.15
0000006201,2016,2,10363.00,950.00,1.69,16.88
0000006201,2016,3,10594.00,737.00,N/A,13.51
0000006201,2017,1,9624.00,234.00,0.46,6.25
0000006201,2017,2,11105.00,803.00,1.64,13.83
0000006201,2017,3,10878.00,624.00,1.29,11.32
0000006201,2018,1,10401.00,186.00,0.39,4.14
0000006201,2018,2,11643.00,566.00,1.22,8.83
0000006201,2018,3,11559.00,341.00,0.74,5.62
0000006201,2019,1,10584.00,185.00,0.41,3.55
0000006201,2019,2,11960.00,662.00,1.49,9.63
0000006201,2019,3,11911.00,425.00,0.96,6.79
0000070870,2020,1,8515.00,-2241.00,-5.26,-29.92
0000006201,2020,2,1622.00,-2067.00,-4.82,-153.11
0000006201,2020,3,3173.00,-2399.00,-4.71,-90.50
0000006201,2021,1,4008.00,-1250.00,-1.97,-32.81
0000006201,2021,2,7478.00,19.00,0.03,5.90
0000006201,2021,3,8969.00,169.00,0.26,6.64
0000006201,2022,1,8899.00,-1635.00,-2.52,-19.38
0000006201,2022,2,13422.00,476.00,0.73,7.58
0000006201,2022,3,13462.00,483.00,0.74,6.91
0000006201,2023,2,14055.00,1338.00,2.05,15.39
0000006201,2023,3,13482.00,-545.00,-0.83,-1.65
0000006201,2024,1,12570.00,-312.00,-0.48,0.06
0000006201,2024,2,14334.00,717.00,1.09,9.65
0000006201,2024,3,13647.00,-149.00,-0.23,0.65
0000019617,2000,2,5416.00,1091.00,0.88,20.16
0000019617,2000,3,5400.00,884.00,0.69,16.19
0000019617,2001,1,8253.00,1199.00,0.60,22.79
0000019617,2001,2,6871.00,378.00,0.18,9.66
0000019617,2001,3,7349.00,449.00,0.22,9.10
0000019617,2002,1,7598.00,982.00,0.49,15.13
0000019617,2002,2,7574.00,1028.00,0.51,20.58
0000019617,2002,3,6947.00,40.00,0.01,4.68
0000019617,2003,1,8406.00,1400.00,0.69,25.24
0000019617,2003,2,8599.00,1815.00,0.90,21.10
0000019617,2003,3,7748.00,1628.00,0.80,31.38
0000019617,2004,1,8977.00,1930.00,0.94,32.33
0000019617,2004,2,8599.00,-548.00,-0.27,21.00
0000019617,2004,3,12505.00,1418.00,0.39,15.67
0000019617,2005,1,13647.00,2264.00,0.64,24.03
0000019617,2005,2,12743.00,994.00,0.28,9.87
0000019617,2005,3,14465.00,2527.00,0.72,26.00
0000019617,2006,1,15236.00,3081.00,0.86,30.52
0000019617,2006,2,14940.00,3540.00,1.02,34.88
0000019617,2006,3,15400.00,3297.00,0.92,21.00
0000019617,2007,1,18968.00,4787.00,1.38,25.23
0000019617,2007,2,18908.00,4234.00,1.24,22.38
0000019617,2007,3,16112.00,3373.00,1.00,20.93
0000019617,2008,1,16890.00,2373.00,0.68,20.93
0000019617,2008,2,18399.00,2003.00,0.54,33.80
0000019617,2008,3,14737.00,527.00,0.11,N/A
0000019617,2009,1,25025.00,2141.00,0.40,N/A
0000019617,2009,2,25623.00,2721.00,0.28,10.61
0000019617,2009,3,26622.00,3588.00,0.82,49.48
0000019617,2010,1,27671.00,3326.00,0.74,41.73
0000019617,2010,2,25101.00,4795.00,1.09,N/A
0000019617,2010,3,23824.00,4418.00,1.01,39.57
0000019617,2011,1,25221.00,5555.00,1.28,N/A
0000019617,2011,2,26779.00,5431.00,1.27,37.13
0000019617,2011,3,23763.00,4262.00,1.02,N/A
0000019617,2012,1,26712.00,5383.00,1.31,20.16
0000019617,2012,2,22180.00,4960.00,1.21,N/A
0000019617,2012,3,25146.00,5708.00,1.41,38.87
0000019617,2013,1,25122.00,6529.00,1.59,38.64
0000019617,2013,2,25211.00,6496.00,1.60,N/A
0000019617,2013,3,23117.00,-380.00,-0.17,N/A
0000019617,2014,1,22993.00,5274.00,1.28,36.34
0000019617,2014,2,24454.00,5985.00,1.46,N/A
0000019617,2014,3,24246.00,5572.00,1.36,34.85
0000019617,2015,1,24066.00,5914.00,1.45,N/A
0000019617,2015,2,23812.00,6290.00,1.54,N/A
0000019617,2015,3,22780.00,6804.00,1.68,32.53
0000019617,2016,1,23239.00,5520.00,1.35,N/A
0000019617,2016,2,24380.00,6200.00,1.55,N/A
0000019617,2016,3,24673.00,6286.00,1.58,41.40
0000019617,2017,1,24675.00,6448.00,1.65,39.16
0000019617,2017,2,25470.00,7029.00,1.82,N/A
0000019617,2017,3,25326.00,6732.00,1.76,N/A
0000019617,2018,1,27907.00,8712.00,2.37,N/A
0000019617,2018,2,27753.00,8316.00,2.29,42.46
0000019617,2018,3,27260.00,8380.00,2.34,N/A
0000019617,2019,1,29123.00,9179.00,2.65,N/A
0000019617,2019,2,28832.00,9652.00,2.82,43.33
0000019617,2019,3,29341.00,9080.00,2.68,N/A
0000019617,2020,1,28251.00,2865.00,0.78,40.35
0000019617,2020,2,32980.00,4687.00,1.38,48.63
0000019617,2020,3,29147.00,9443.00,2.92,42.12
0000019617,2021,1,32266.00,14300.00,4.50,41.97
0000019617,2021,2,30479.00,11948.00,3.78,42.03
