CIK,Ticker,Year,Quarter,Total Revenue,Net Income,Operating Margin,EPS,Stock Price
4977,AFL,2011,1,5117.0,395.0,11.72,0.84,18.73
4977,AFL,2011,2,5100.0,280.0,20.46,0.6,16.66
4977,AFL,2011,3,5987.0,744.0,18.45,1.6,12.57
4977,AFL,2012,1,6240.0,785.0,12.59,1.68,16.78
4977,AFL,2012,2,5902.0,483.0,12.55,1.04,15.66
4977,AFL,2012,3,6800.0,1017.0,18.44,2.16,17.73
4977,AFL,2013,1,6200.0,892.0,12.74,1.9,19.54
4977,AFL,2013,2,6044.0,889.0,22.48,1.91,21.97
4977,AFL,2013,3,5900.0,702.0,11.64,1.5,23.57
4977,AFL,2014,1,5640.0,732.0,19.57,1.6,24.24
4977,AFL,2014,2,5838.0,810.0,21.21,1.79,24.08
4977,AFL,2014,3,5700.0,706.0,12.02,1.56,22.68
4977,AFL,2015,1,5207.0,663.0,13.03,1.51,25.24
4977,AFL,2015,2,5300.0,573.0,12.28,1.32,24.68
4977,AFL,2015,3,5114.0,567.0,13.14,1.32,23.21
4977,AFL,2016,1,5353.0,731.0,21.86,1.74,25.55
4977,AFL,2016,2,5437.0,548.0,15.33,1.33,29.38
4977,AFL,2016,3,5716.0,629.0,13.1,1.54,29.42
4977,AFL,2017,1,5330.0,592.0,20.24,1.47,30.01
4977,AFL,2017,2,5428.0,713.0,19.25,1.8,32.38
4977,AFL,2017,3,5506.0,716.0,19.53,1.81,34.11
4977,AFL,2018,1,5464.0,717.0,13.12,0.92,37.09
4977,AFL,2018,2,5589.0,832.0,20.23,1.08,36.67
4977,AFL,2018,3,5600.0,845.0,15.09,1.09,40.35
4977,AFL,2019,1,5657.0,928.0,21.95,1.23,43.34
4977,AFL,2019,2,5511.0,817.0,20.13,1.1,47.76
4977,AFL,2019,3,5500.0,777.0,14.13,1.04,45.83
4977,AFL,2020,1,5162.0,566.0,13.94,0.78,30.3
4977,AFL,2020,2,5407.0,805.0,14.88,1.12,32.14
4977,AFL,2020,3,5665.0,2456.0,20.37,3.45,32.67
4977,AFL,2021,1,5900.0,1300.0,22.03,1.87,46.63
4977,AFL,2021,2,5600.0,1100.0,19.64,1.62,49.18
4977,AFL,2021,3,5200.0,888.0,24.0,1.32,48.05
4977,AFL,2022,1,5300.0,1000.0,21.57,1.58,60.07
4977,AFL,2022,2,5400.0,1388.0,31.5,2.17,51.99
4977,AFL,2022,3,4800.0,1600.0,33.33,2.53,53.15
4977,AFL,2023,1,4800.0,1200.0,25.0,1.94,61.74
4977,AFL,2023,2,5172.0,1634.0,31.59,2.71,67.22
4977,AFL,2023,3,4950.0,1569.0,36.46,2.64,74.33
4977,AFL,2024,1,5400.0,1900.0,35.19,3.25,84.11
4977,AFL,2024,2,5100.0,1800.0,35.29,3.1,87.99
4977,AFL,2024,3,2949.0,-93.0,3.12,-0.17,110.68
2488,AMD,2001,1,1188.75,124.84,14.05,0.4,26.54
2488,AMD,2001,2,985.26,17.35,2.2,0.05,28.9
2488,AMD,2001,3,765.87,-186.93,-29.96,-0.54,8.15
2488,AMD,2002,1,902.07,-9.16,-1.5,-0.03,14.71
2488,AMD,2002,2,600.3,-184.94,-49.44,-0.54,9.72
2488,AMD,2002,3,508.23,-254.17,-64.0,-0.74,5.34
2488,AMD,2003,1,714.56,-146.36,-17.56,-0.42,6.18
2488,AMD,2003,2,645.26,-140.1,-19.14,-0.4,6.41
2488,AMD,2003,3,954.0,-31.23,-3.17,-0.09,11.11
2488,AMD,2004,1,1236.43,45.09,4.96,0.13,16.23
2488,AMD,2004,2,1261.84,32.18,5.74,0.09,15.9
2488,AMD,2004,3,1239.46,43.85,5.52,0.12,13.0
2488,AMD,2005,1,1226.63,-17.42,-3.72,-0.04,16.12
2488,AMD,2005,2,1259.92,11.32,-0.57,0.03,17.34
2488,AMD,2005,3,1522.76,76.0,5.17,0.19,25.2
2488,AMD,2006,1,1332.16,184.52,19.44,0.4,33.16
2488,AMD,2006,2,1216.37,88.85,8.4,0.18,24.42
2488,AMD,2006,3,1327.62,134.46,8.97,0.28,24.85
2488,AMD,2007,1,1233.0,-611.0,-40.89,-1.11,13.06
2488,AMD,2007,2,1378.0,-600.0,-33.17,-1.09,14.3
2488,AMD,2007,3,1632.0,-396.0,-13.84,-0.71,13.2
2488,AMD,2008,1,1505.0,-358.0,-17.57,-0.59,5.89
2488,AMD,2008,2,1349.0,-1189.0,-10.59,-1.96,5.83
2488,AMD,2008,3,1776.0,-127.0,7.37,-0.21,5.25
2488,AMD,2009,1,1177.0,-416.0,-25.3,-0.66,3.05
2488,AMD,2009,2,1184.0,-330.0,-21.01,-0.49,3.87
2488,AMD,2009,3,1396.0,-128.0,-5.52,-0.18,5.66
2488,AMD,2010,1,1574.0,257.0,11.57,0.36,9.27
2488,AMD,2010,2,1653.0,-43.0,7.57,-0.06,7.32
2488,AMD,2010,3,1618.0,-118.0,7.91,-0.17,7.11
2488,AMD,2011,1,1613.0,510.0,3.35,0.71,8.6
2488,AMD,2011,2,1574.0,61.0,6.67,0.08,6.99
2488,AMD,2011,3,1690.0,97.0,8.16,0.13,5.08
2488,AMD,2012,1,1585.0,-590.0,-36.58,-0.8,8.02
2488,AMD,2012,2,1413.0,37.0,5.45,0.05,5.73
2488,AMD,2012,3,1269.0,-157.0,-10.33,-0.21,3.37
2488,AMD,2013,1,1088.0,-146.0,-9.01,-0.19,2.55
2488,AMD,2013,2,1161.0,-74.0,-2.5,-0.1,4.08
2488,AMD,2013,3,1461.0,48.0,6.5,0.06,3.81
2488,AMD,2014,1,1397.0,-20.0,3.51,-0.03,4.01
2488,AMD,2014,2,1441.0,-36.0,4.38,-0.05,4.19
2488,AMD,2014,3,1429.0,17.0,4.41,0.02,3.41
2488,AMD,2015,1,1030.0,-180.0,-13.3,-0.23,2.68
2488,AMD,2015,2,942.0,-181.0,-14.56,-0.23,2.4
2488,AMD,2015,3,1061.0,-197.0,-14.9,-0.25,1.72
2488,AMD,2016,1,832.0,-109.0,-8.17,-0.14,2.85
2488,AMD,2016,2,1027.0,69.0,-0.78,0.09,5.14
2488,AMD,2016,3,1307.0,-398.0,-22.4,-0.5,6.91
2488,AMD,2017,1,984.0,-73.0,-2.95,-0.08,14.55
2488,AMD,2017,2,1222.0,-16.0,2.05,-0.02,12.48
2488,AMD,2017,3,1643.0,71.0,7.67,0.07,12.75
2488,AMD,2018,1,1647.0,81.0,7.29,0.08,10.05
2488,AMD,2018,2,1756.0,116.0,8.71,0.12,14.99
2488,AMD,2018,3,1653.0,102.0,9.08,0.1,30.89
2488,AMD,2019,1,1272.0,16.0,2.99,0.01,25.52
2488,AMD,2019,2,1531.0,35.0,3.85,0.03,30.37
2488,AMD,2019,3,1801.0,120.0,10.33,0.11,28.99
2488,AMD,2020,1,1786.0,162.0,9.92,0.14,45.48
2488,AMD,2020,2,1932.0,157.0,8.96,0.13,52.61
2488,AMD,2020,3,2801.0,390.0,16.03,0.33,81.99
2488,AMD,2021,1,3445.0,555.0,19.21,0.46,78.5
2488,AMD,2021,2,3850.0,710.0,21.56,0.58,93.93
2488,AMD,2021,3,4313.0,923.0,21.97,0.76,102.9
2488,AMD,2022,1,5887.0,786.0,16.14,0.56,109.34
2488,AMD,2022,2,6550.0,447.0,8.03,0.28,76.47
2488,AMD,2022,3,5565.0,66.0,-1.15,0.04,63.36
2488,AMD,2023,1,5353.0,-139.0,-2.71,-0.09,98.01
2488,AMD,2023,2,5359.0,27.0,-0.37,0.02,113.91
2488,AMD,2023,3,5800.0,299.0,3.86,0.18,102.82
2488,AMD,2024,1,5473.0,123.0,0.66,0.08,180.49
2488,AMD,2024,2,5835.0,265.0,4.61,0.16,162.21
2488,AMD,2024,3,6819.0,771.0,10.62,0.48,164.08
1018724,AMZN,2000,2,577.88,-317.18,-31.21,-0.91,1.82
1018724,AMZN,2000,3,637.86,-240.52,-25.63,-0.68,1.92
1018724,AMZN,2001,1,700.36,-234.13,-30.94,-0.66,0.51
1018724,AMZN,2001,2,667.63,-168.36,-20.95,-0.47,0.71
1018724,AMZN,2001,3,639.28,-169.87,-11.01,-0.46,0.3
1018724,AMZN,2002,1,847.42,-23.15,0.21,-0.06,0.71
1018724,AMZN,2002,2,805.61,-93.55,0.18,-0.25,0.81
1018724,AMZN,2002,3,851.3,-35.08,-1.13,-0.09,0.8
1018724,AMZN,2003,1,1083.56,-10.12,3.62,-0.03,1.3
1018724,AMZN,2003,2,1099.91,-43.31,3.8,-0.11,1.82
1018724,AMZN,2003,3,1134.46,15.56,4.58,0.04,2.42
1018724,AMZN,2004,1,1530.35,111.14,8.0,0.28,2.16
1018724,AMZN,2004,2,1387.34,76.48,6.22,0.19,2.72
1018724,AMZN,2004,3,1462.48,54.15,5.56,0.13,2.04
1018724,AMZN,2005,1,1902.0,78.0,5.68,0.19,1.71
1018724,AMZN,2005,2,1753.0,52.0,5.94,0.13,1.65
1018724,AMZN,2005,3,1858.0,30.0,2.96,0.07,2.27
1018724,AMZN,2006,1,2279.0,51.0,4.65,0.12,1.83
1018724,AMZN,2006,2,2139.0,22.0,2.2,0.05,1.93
1018724,AMZN,2006,3,2307.0,19.0,1.73,0.05,1.61
1018724,AMZN,2007,1,3015.0,111.0,4.81,0.27,1.99
1018724,AMZN,2007,2,2886.0,78.0,4.02,0.19,3.42
1018724,AMZN,2007,3,3262.0,80.0,3.77,0.19,4.66
1018724,AMZN,2008,1,4135.0,143.0,4.79,0.34,3.57
1018724,AMZN,2008,2,4063.0,158.0,5.33,0.38,3.67
1018724,AMZN,2008,3,4264.0,118.0,3.61,0.28,3.64
1018724,AMZN,2009,1,4889.0,177.0,4.99,0.41,3.67
1018724,AMZN,2009,2,4651.0,142.0,3.42,0.33,4.18
1018724,AMZN,2009,3,5449.0,199.0,4.61,0.46,4.67
1018724,AMZN,2010,1,7131.0,299.0,5.52,0.67,6.79
1018724,AMZN,2010,2,6566.0,207.0,4.11,0.46,5.46
1018724,AMZN,2010,3,7560.0,231.0,3.54,0.51,7.85
1018724,AMZN,2011,1,9857.0,201.0,3.27,0.44,9.01
1018724,AMZN,2011,2,9913.0,191.0,2.03,0.42,10.22
1018724,AMZN,2011,3,10876.0,63.0,0.73,0.14,10.81
1018724,AMZN,2012,1,13185.0,130.0,1.46,0.29,10.13
1018724,AMZN,2012,2,12834.0,7.0,0.83,0.02,11.42
1018724,AMZN,2012,3,13806.0,-274.0,-0.2,-0.6,12.72
1018724,AMZN,2013,1,16070.0,82.0,1.13,0.18,13.32
1018724,AMZN,2013,2,15704.0,-7.0,0.5,-0.02,13.88
1018724,AMZN,2013,3,17092.0,-41.0,-0.15,-0.09,15.63
1018724,AMZN,2014,1,19741.0,108.0,0.74,0.23,16.82
1018724,AMZN,2014,2,19340.0,-126.0,-0.08,-0.27,16.24
1018724,AMZN,2014,3,20579.0,-437.0,-2.64,-0.95,16.12
1018724,AMZN,2015,1,22717.0,-57.0,1.12,-0.12,18.6
1018724,AMZN,2015,2,23185.0,92.0,2.0,0.2,21.7
1018724,AMZN,2015,3,25358.0,79.0,1.6,0.17,25.59
1018724,AMZN,2016,1,29128.0,513.0,3.68,1.09,29.68
1018724,AMZN,2016,2,30404.0,857.0,4.23,1.81,35.78
1018724,AMZN,2016,3,32714.0,252.0,1.76,0.53,41.87
1018724,AMZN,2017,1,35714.0,724.0,2.81,1.52,44.33
1018724,AMZN,2017,2,37955.0,197.0,1.65,0.41,48.4
1018724,AMZN,2017,3,43744.0,256.0,0.79,0.53,48.07
1018724,AMZN,2018,1,51042.0,1629.0,3.78,3.36,72.37
1018724,AMZN,2018,2,52886.0,2534.0,5.64,5.21,84.99
1018724,AMZN,2018,3,56576.0,2883.0,6.58,5.91,100.15
1018724,AMZN,2019,1,59700.0,3561.0,7.4,7.24,89.04
1018724,AMZN,2019,2,63404.0,2625.0,4.86,5.32,94.68
1018724,AMZN,2019,3,69981.0,2134.0,4.52,4.31,86.8
1018724,AMZN,2020,1,75452.0,2535.0,5.29,5.09,97.49
1018724,AMZN,2020,2,88912.0,5243.0,6.57,10.5,137.94
1018724,AMZN,2020,3,96145.0,6331.0,6.44,12.63,157.44
1018724,AMZN,2021,1,108518.0,8107.0,8.17,16.09,154.7
1018724,AMZN,2021,2,113080.0,7778.0,6.81,15.4,172.01
1018724,AMZN,2021,3,110812.0,3156.0,4.38,6.23,164.25
1018724,AMZN,2022,1,116444.0,-3844.0,3.15,-7.56,163.0
1018724,AMZN,2022,2,121234.0,-2028.0,2.73,-0.2,106.21
1018724,AMZN,2022,3,127101.0,2872.0,1.99,0.28,113.0
1018724,AMZN,2023,1,127358.0,3172.0,3.75,0.31,103.29
1018724,AMZN,2023,2,134383.0,6750.0,5.72,0.66,130.36
1018724,AMZN,2023,3,143083.0,9879.0,7.83,0.96,127.12
1018724,AMZN,2024,1,143313.0,10431.0,10.68,1.0,180.38
1018724,AMZN,2024,2,147977.0,13485.0,9.92,1.29,193.25
1018724,AMZN,2024,3,158877.0,15328.0,10.95,1.46,186.33
2969,APD,2001,1,1498.3,94.6,17.6,0.44,20.19
2969,APD,2001,3,1415.9,132.3,17.8,0.62,20.48
2969,APD,2001,4,1316.5,113.7,14.0,0.53,25.01
2969,APD,2002,1,1312.7,126.1,11.79,0.58,27.65
2969,APD,2002,3,1374.0,141.3,15.65,0.65,22.69
2969,APD,2002,4,1447.0,125.8,13.57,0.57,23.21
2969,APD,2003,1,1578.1,113.6,13.5,0.52,22.61
2969,APD,2003,3,1629.9,26.6,2.45,0.12,24.87
2969,APD,2004,1,1684.9,131.8,11.8,0.59,27.89
2969,APD,2004,2,1892.5,163.0,12.35,0.73,29.35
2969,APD,2004,4,1991.0,166.8,11.97,0.74,32.77
2969,APD,2005,1,2003.3,175.3,12.59,0.77,35.97
2969,APD,2005,2,2078.4,190.6,12.64,0.84,34.45
2969,APD,2005,4,2098.6,180.7,12.02,0.81,34.2
2969,APD,2006,1,2317.2,204.0,12.71,0.92,39.02
2969,APD,2006,2,2319.6,210.3,12.86,0.94,37.32
2969,APD,2006,4,2432.5,230.3,13.66,1.03,41.44
2969,APD,2007,1,2473.3,227.6,13.13,1.05,43.84
2969,APD,2007,2,2595.0,284.9,14.04,1.32,47.86
2969,APD,2007,4,2473.6,263.7,15.03,1.23,59.18
2969,APD,2008,1,2605.3,314.3,12.98,1.48,55.47
2969,APD,2008,3,2808.0,70.1,2.41,0.33,41.74
2969,APD,2009,1,2195.3,68.6,5.2,0.33,34.86
2969,APD,2009,2,1976.2,113.2,7.27,0.54,40.31
2969,APD,2009,4,2173.5,251.8,15.87,1.19,51.16
2969,APD,2010,1,2249.0,252.0,15.14,1.19,46.98
2969,APD,2010,2,2252.3,261.3,14.93,1.19,41.47
2969,APD,2010,4,2391.7,275.9,15.1,1.25,58.86
2969,APD,2011,1,2501.3,304.3,16.8,1.42,58.74
2969,APD,2011,2,2577.8,326.5,16.2,1.5,62.64
2969,APD,2011,4,2423.1,248.1,15.9,1.18,56.63
2969,APD,2012,1,2344.3,296.0,12.28,1.4,61.46
2969,APD,2012,2,2340.1,484.5,20.6,2.29,54.5
2969,APD,2012,4,2562.4,287.2,14.5,1.33,57.59
2969,APD,2013,1,2484.2,299.6,15.7,1.39,60.2
2969,APD,2013,2,2547.3,288.4,15.0,1.38,63.75
2969,APD,2013,4,2545.5,299.1,15.1,1.35,78.82
2969,APD,2014,1,2581.9,291.5,14.9,1.33,84.49
2969,APD,2014,3,2634.6,314.0,15.7,1.47,93.48
2969,APD,2014,4,2560.8,324.6,16.8,1.5,104.11
2969,APD,2015,1,2414.5,296.9,15.5,1.35,109.78
2969,APD,2015,2,2470.2,318.8,17.1,1.48,99.87
2969,APD,2015,4,2355.8,372.0,20.9,1.68,96.16
2969,APD,2016,1,2271.2,-473.3,22.6,-2.19,107.1
2969,APD,2016,2,2434.4,354.1,22.0,1.6,106.28
2969,APD,2016,4,1882.5,306.4,17.4,1.38,117.76
2969,APD,2017,1,1980.1,2130.0,19.8,9.7,111.55
2969,APD,2017,2,2121.9,104.1,11.9,0.47,118.73
2969,APD,2017,4,2216.6,161.7,20.8,0.7,137.82
2969,APD,2018,1,2155.7,423.6,21.1,1.89,134.52
2969,APD,2018,3,2259.0,487.9,22.8,2.16,143.24
2969,APD,2018,4,2224.0,357.0,20.5,1.57,138.18
2969,APD,2019,1,2187.7,433.5,23.6,1.91,165.88
2969,APD,2019,3,2224.0,500.2,25.6,2.21,194.75
2969,APD,2019,4,2254.7,488.9,24.9,2.15,207.3
2969,APD,2020,1,2216.3,490.4,26.04,2.16,177.24
2969,APD,2020,2,2065.2,457.1,26.1,2.02,215.61
2969,APD,2020,4,2375.2,486.7,22.7,2.18,246.3
2969,APD,2021,1,2502.0,477.1,21.93,2.13,254.98
2969,APD,2021,3,2604.7,532.3,22.16,2.41,234.68
2969,APD,2021,4,2994.2,549.6,17.5,2.52,280.18
2969,APD,2022,1,2945.1,536.8,19.1,2.39,231.61
2969,APD,2022,2,3189.3,587.1,19.7,2.62,224.37
2969,APD,2022,4,3174.7,583.8,20.5,2.58,291.15
2969,APD,2023,1,3200.1,449.9,14.4,1.98,272.97
2969,APD,2023,2,3033.9,610.5,21.2,2.68,286.38
2969,APD,2023,4,2997.4,621.6,22.2,2.74,265.08
2969,APD,2024,1,2930.2,572.4,21.7,2.57,236.28
2969,APD,2024,3,2985.5,708.9,24.7,3.13,292.38
2969,APD,2024,4,2931.5,649.8,22.0,2.77,286.52
4962,AXP,2000,2,5970.0,740.0,17.51,0.56,32.41
4962,AXP,2001,1,5719.0,538.0,12.96,0.41,25.79
4962,AXP,2001,2,5268.0,178.0,2.9,0.13,24.28
4962,AXP,2001,3,5724.0,298.0,6.19,0.23,18.22
4962,AXP,2002,1,5759.0,618.0,14.9,0.47,25.81
4962,AXP,2002,2,5945.0,683.0,16.17,0.52,22.94
4962,AXP,2003,1,6023.0,692.0,16.53,0.53,21.13
4962,AXP,2003,2,6356.0,762.0,17.26,0.59,26.65
4962,AXP,2004,1,6910.0,794.0,12.53,0.62,33.33
4962,AXP,2004,2,7258.0,876.0,12.06,0.69,33.1
4962,AXP,2004,3,7202.0,879.0,17.41,0.7,33.15
4962,AXP,2005,1,7573.0,946.0,18.16,0.76,33.32
4962,AXP,2005,2,8002.0,1013.0,16.49,0.82,34.6
4962,AXP,2005,3,6068.0,1030.0,14.26,0.84,37.34
4962,AXP,2006,1,6332.0,873.0,13.83,0.71,39.21
4962,AXP,2006,2,6850.0,945.0,21.04,0.78,39.8
4962,AXP,2007,1,7631.0,1057.0,13.95,0.89,42.51
4962,AXP,2007,2,8199.0,1057.0,12.96,0.9,46.24
4962,AXP,2007,3,7953.0,1067.0,17.82,0.91,44.98
4962,AXP,2008,1,8105.0,991.0,12.02,0.86,33.32
4962,AXP,2008,2,8097.0,653.0,8.08,0.56,28.82
4962,AXP,2009,1,5926.0,437.0,9.18,0.31,10.62
4962,AXP,2009,2,6092.0,102.0,6.86,0.09,18.48
4962,AXP,2009,3,6016.0,640.0,15.26,0.54,27.11
4962,AXP,2010,1,6606.0,885.0,13.39,0.74,33.28
4962,AXP,2010,2,10118.0,1017.0,10.05,0.84,32.17
4962,AXP,2010,3,7033.0,1093.0,23.32,0.91,34.05
4962,AXP,2011,1,7031.0,1177.0,24.63,0.98,36.95
4962,AXP,2011,2,7618.0,1331.0,17.0,1.11,42.58
4962,AXP,2011,3,7571.0,1235.0,22.59,1.04,36.98
4962,AXP,2012,1,7614.0,1256.0,16.51,1.07,48.03
4962,AXP,2012,2,7965.0,1339.0,16.8,1.16,48.49
4962,AXP,2012,3,7862.0,1236.0,15.89,1.1,47.53
4962,AXP,2013,1,8400.0,1280.0,28.9,1.15,56.78
4962,AXP,2013,2,8245.0,1405.0,24.21,1.28,63.11
4962,AXP,2013,3,8301.0,1366.0,24.13,1.26,63.95
4962,AXP,2014,1,8199.0,1432.0,26.93,1.34,76.67
4962,AXP,2014,2,8657.0,1529.0,17.65,1.43,80.99
4962,AXP,2014,3,8329.0,1477.0,26.95,1.4,74.94
4962,AXP,2015,2,8284.0,1473.0,26.93,1.43,67.4
4962,AXP,2015,3,8193.0,1266.0,23.67,1.24,64.29
4962,AXP,2016,1,8088.0,1426.0,17.61,1.45,53.69
4962,AXP,2016,3,7774.0,1142.0,14.68,1.21,56.55
4962,AXP,2017,1,7889.0,1237.0,23.04,1.34,70.51
4962,AXP,2017,2,8307.0,1340.0,23.46,1.47,75.39
4962,AXP,2017,3,8436.0,1356.0,21.67,1.5,81.26
4962,AXP,2018,1,9718.0,1634.0,16.82,1.86,84.41
4962,AXP,2018,2,10002.0,1623.0,20.91,1.84,89.01
4962,AXP,2018,3,10144.0,1654.0,20.87,1.89,97.07
4962,AXP,2019,1,10364.0,1550.0,18.89,1.8,100.4
4962,AXP,2019,2,10838.0,1761.0,20.45,2.07,113.79
4962,AXP,2019,3,10989.0,1755.0,20.6,2.08,109.38
4962,AXP,2020,3,8751.0,1073.0,15.6,1.3,94.33
4962,AXP,2021,1,9064.0,2235.0,24.66,2.74,134.51
4962,AXP,2021,2,10243.0,2280.0,28.66,2.8,157.14
4962,AXP,2022,1,11735.0,2099.0,23.13,2.73,179.2
4962,AXP,2022,2,13395.0,1964.0,22.06,2.57,133.71
4962,AXP,2022,3,13556.0,1879.0,18.13,2.47,130.13
4962,AXP,2023,1,14281.0,1816.0,15.18,2.4,160.27
4962,AXP,2023,2,15054.0,2174.0,26.11,2.89,169.88
4962,AXP,2024,1,15801.0,2437.0,15.43,3.33,224.45
4962,AXP,2024,2,16333.0,3015.0,30.95,4.15,228.96
4962,AXP,2024,3,16636.0,2507.0,19.26,3.49,268.97
1067983,BRK-A,2000,2,6553.0,640.0,17.0,421.0,53800.0
1067983,BRK-A,2000,3,8426.0,797.0,16.33,523.0,64400.0
1067983,BRK-A,2001,1,8135.0,606.0,11.76,0.4,65450.0
1067983,BRK-A,2001,2,10656.0,773.0,11.88,0.51,69400.0
1067983,BRK-A,2001,3,9310.0,-679.0,-11.23,-445.0,70000.0
1067983,BRK-A,2002,1,9255.0,916.0,15.01,598.0,71100.0
1067983,BRK-A,2002,2,9886.0,1045.0,15.64,681.0,66800.0
1067983,BRK-A,2002,3,10637.0,1141.0,14.65,744.0,73900.0
1067983,BRK-A,2003,1,11423.0,1730.0,22.57,1.13,63800.0
1067983,BRK-A,2003,2,14396.0,2229.0,23.17,1452.0,72500.0
1067983,BRK-A,2004,1,17184.0,1550.0,12.58,1.01,93300.0
1067983,BRK-A,2004,2,17996.0,1282.0,10.63,834.0,88950.0
1067983,BRK-A,2005,1,17634.0,1363.0,11.18,886.0,87000.0
1067983,BRK-A,2005,2,18128.0,1449.0,11.33,941.0,83500.0
1067983,BRK-A,2005,3,20533.0,586.0,4.07,381.0,82000.0
1067983,BRK-A,2006,1,22763.0,2313.0,15.87,1.5,90350.0
1067983,BRK-A,2006,2,24185.0,2347.0,14.9,1522.0,91659.0
1067983,BRK-A,2006,3,25360.0,2772.0,16.95,1797.0,95800.0
1067983,BRK-A,2007,1,32918.0,2595.0,12.37,1682.0,108990.0
1067983,BRK-A,2007,2,27347.0,3118.0,17.6,2018.0,109475.0
1067983,BRK-A,2007,3,29937.0,4553.0,22.88,2942.0,118510.0
1067983,BRK-A,2008,1,25175.0,940.0,5.77,0.61,133400.0
1067983,BRK-A,2008,2,30093.0,2880.0,14.86,1859.0,120750.0
1067983,BRK-A,2009,1,22784.0,-1534.0,-11.16,-9.9,86700.0
1067983,BRK-A,2009,2,29607.0,3295.0,16.18,2123.0,90000.0
1067983,BRK-A,2009,3,29904.0,3238.0,16.18,2.09,101000.0
1067983,BRK-A,2010,1,32037.0,3633.0,15.91,2272.0,121800.0
1067983,BRK-A,2010,2,31709.0,1968.0,9.26,1195.0,120000.0
1067983,BRK-A,2010,3,36274.0,2989.0,12.5,1.82,124500.0
1067983,BRK-A,2011,1,33720.0,1511.0,6.63,917.0,125300.0
1067983,BRK-A,2011,2,38274.0,3417.0,13.77,2072.0,116105.0
1067983,BRK-A,2011,3,33739.0,2278.0,9.97,1380.0,106800.0
1067983,BRK-A,2012,2,38546.0,3108.0,11.97,1882.0,124945.0
1067983,BRK-A,2012,3,41050.0,3920.0,14.46,2373.0,132700.0
1067983,BRK-A,2013,1,43867.0,4892.0,16.63,2977.0,156280.0
1067983,BRK-A,2013,2,44693.0,4541.0,15.43,2763.0,168600.0
1067983,BRK-A,2013,3,46541.0,5053.0,15.86,3074.0,170410.0
1067983,BRK-A,2014,1,45453.0,4705.0,14.51,2862.0,187350.0
1067983,BRK-A,2014,2,49762.0,6395.0,17.91,3889.0,189900.0
1067983,BRK-A,2015,1,48644.0,5164.0,15.72,3143.0,217500.0
1067983,BRK-A,2016,2,54460.0,5001.0,13.53,3042.0,216975.0
1067983,BRK-A,2016,3,59068.0,7198.0,17.82,4.38,216220.0
1067983,BRK-A,2017,1,65187.0,4060.0,8.36,2469.0,249850.0
1067983,BRK-A,2017,2,57518.0,4262.0,10.12,2.59,254700.0
1067983,BRK-A,2017,3,60525.0,4067.0,8.88,2473.0,274740.0
1067983,BRK-A,2018,1,58473.0,-1138.0,10.42,-692.0,299100.0
1067983,BRK-A,2018,2,62200.0,12011.0,13.53,7301.0,282040.0
1067983,BRK-A,2018,3,63450.0,18540.0,12.81,7.52,320000.0
1067983,BRK-A,2019,1,60678.0,21661.0,45.3,13209.0,301215.0
1067983,BRK-A,2019,2,63598.0,14073.0,11.93,5.74,318350.0
1067983,BRK-A,2019,3,64972.0,16524.0,13.72,6.75,311832.0
1067983,BRK-A,2020,1,61265.0,-49746.0,11.31,-20.44,272000.0
1067983,BRK-A,2020,2,56840.0,26295.0,-7.78,10.88,267300.0
1067983,BRK-A,2020,3,63024.0,30137.0,9.61,12.66,320001.0
1067983,BRK-A,2021,1,64599.0,11711.0,13.27,5.09,385702.0
1067983,BRK-A,2021,3,70583.0,10344.0,17.15,4.59,411379.0
1067983,BRK-A,2022,1,70810.0,5460.0,9.09,2.47,528921.0
1067983,BRK-A,2022,2,76180.0,-43755.0,14.73,-19.84,408950.0
1067983,BRK-A,2022,3,76934.0,-2688.0,11.58,-1.22,406470.0
1067983,BRK-A,2023,1,85393.0,35504.0,10.9,24.38,465600.0
1067983,BRK-A,2023,2,92503.0,35912.0,12.83,16.52,517810.0
1067983,BRK-A,2023,3,93210.0,-12767.0,13.48,-5.88,531477.0
1067983,BRK-A,2024,1,89869.0,12702.0,14.84,8825.0,634440.0
1067983,BRK-A,2024,2,93653.0,30498.0,40.47,14.08,612241.0
1067983,BRK-A,2024,3,92995.0,26251.0,12.66,12.18,691180.0
1652044,GOOG,2015,3,18675.0,3979.0,25.2,5.8,30.28
1652044,GOOG,2016,1,20257.0,4207.0,26.35,6.12,37.07
1652044,GOOG,2016,2,21500.0,4877.0,27.77,7.11,34.44
1652044,GOOG,2016,3,22451.0,5061.0,25.7,7.36,38.68
1652044,GOOG,2017,1,24750.0,5426.0,26.56,7.85,41.28
1652044,GOOG,2017,2,26010.0,3524.0,15.89,5.09,45.22
1652044,GOOG,2017,3,27772.0,6732.0,28.02,9.71,47.73
1652044,GOOG,2018,1,31146.0,9401.0,22.49,13.53,51.35
1652044,GOOG,2018,2,32657.0,3195.0,8.6,4.6,55.52
1652044,GOOG,2018,3,33740.0,9192.0,24.63,13.21,59.39
1652044,GOOG,2019,1,36339.0,6657.0,18.18,9.58,58.39
1652044,GOOG,2019,2,38944.0,9947.0,23.57,14.33,53.79
1652044,GOOG,2019,3,40499.0,7068.0,22.67,10.2,60.66
1652044,GOOG,2020,1,41159.0,6836.0,19.38,9.96,57.87
1652044,GOOG,2020,2,38297.0,6959.0,16.65,10.21,70.35
