CIK,Ticker,Year,Quarter,Total Revenue,Net Income,Operating Margin,EPS,Stock Price
66740,MMM,2007,2,6142.0,917.0,22.73,1.28,42.36
66740,MMM,2007,3,6177.0,960.0,23.07,1.34,45.93
66740,MMM,2008,1,6463.0,988.0,23.22,1.4,39.32
66740,MMM,2008,2,6739.0,945.0,21.5,1.35,34.8
66740,MMM,2008,3,6558.0,991.0,23.07,1.43,34.4
66740,MMM,2009,1,5089.0,518.0,15.78,0.75,25.51
66740,MMM,2009,2,5719.0,783.0,20.84,1.12,31.11
66740,MMM,2009,3,6193.0,957.0,23.86,1.36,38.48
66740,MMM,2010,1,6348.0,930.0,22.76,1.31,44.15
66740,MMM,2010,2,6731.0,1121.0,23.71,1.57,41.99
66740,MMM,2010,3,6874.0,1106.0,22.93,1.55,46.38
66740,MMM,2011,1,7311.0,1081.0,21.58,1.52,50.63
66740,MMM,2011,2,7680.0,1160.0,21.55,1.63,51.66
66740,MMM,2011,3,7531.0,1088.0,21.0,1.54,39.37
66740,MMM,2012,1,7486.0,1125.0,21.83,1.61,49.6
66740,MMM,2012,2,7534.0,1167.0,22.94,1.68,50.16
66740,MMM,2012,3,7497.0,1161.0,22.38,1.68,52.07
66740,MMM,2013,1,7634.0,1129.0,21.56,1.63,60.66
66740,MMM,2013,2,7752.0,1197.0,21.94,1.74,62.75
66740,MMM,2013,3,7916.0,1230.0,21.95,1.81,68.91
66740,MMM,2014,1,7831.0,1207.0,21.91,1.83,79.18
66740,MMM,2014,2,8134.0,1267.0,22.83,1.94,84.12
66740,MMM,2014,3,8137.0,1303.0,23.37,2.02,83.7
66740,MMM,2015,1,7578.0,1199.0,22.82,1.88,98.58
66740,MMM,2015,2,7686.0,1300.0,23.93,2.06,92.8
66740,MMM,2015,3,7712.0,1296.0,24.33,2.09,85.86
66740,MMM,2016,1,7409.0,1275.0,24.12,2.1,102.31
66740,MMM,2016,2,7662.0,1291.0,24.34,2.13,108.24
66740,MMM,2016,3,7709.0,1329.0,24.72,2.2,109.6
66740,MMM,2017,1,7685.0,1323.0,23.09,2.21,120.54
66740,MMM,2017,2,7810.0,1583.0,27.97,2.65,131.94
66740,MMM,2017,3,8172.0,1429.0,24.98,2.39,133.79
66740,MMM,2018,1,8278.0,602.0,12.16,1.01,141.46
66740,MMM,2018,2,8390.0,1857.0,28.63,3.14,127.63
66740,MMM,2018,3,8152.0,1543.0,24.72,2.64,137.62
66740,MMM,2019,1,7863.0,891.0,14.45,1.54,137.58
66740,MMM,2019,2,8171.0,1127.0,20.82,1.95,115.76
66740,MMM,2019,3,7991.0,1583.0,25.14,2.75,110.79
66740,MMM,2020,1,8075.0,1292.0,20.6,2.24,93.63
66740,MMM,2020,2,7176.0,1290.0,24.23,2.24,108.06
66740,MMM,2020,3,8350.0,1413.0,22.86,2.45,111.97
66740,MMM,2021,1,8851.0,1624.0,22.52,2.8,136.97
66740,MMM,2021,2,8950.0,1524.0,22.02,2.62,142.24
66740,MMM,2021,3,8942.0,1434.0,19.99,2.47,126.58
66740,MMM,2022,1,8829.0,1299.0,18.58,2.27,109.35
66740,MMM,2022,2,8702.0,78.0,1.26,0.14,96.01
66740,MMM,2022,3,8619.0,3859.0,48.22,6.79,82.82
66740,MMM,2023,1,8031.0,976.0,15.44,1.77,80.76
66740,MMM,2023,2,8325.0,-6841.0,-107.6,-12.35,78.07
66740,MMM,2023,3,8312.0,-2075.0,-31.94,-3.74,74.12
66740,MMM,2024,1,8003.0,928.0,18.74,1.67,86.71
66740,MMM,2024,2,6255.0,1145.0,20.33,2.07,100.61
66740,MMM,2024,3,6294.0,1372.0,20.91,2.49,135.31
789019,MSFT,2001,1,6456.0,2451.0,46.4,0.46,16.79
789019,MSFT,2001,3,6126.0,1283.0,47.29,0.24,15.71
789019,MSFT,2001,4,7741.0,2283.0,36.68,0.42,20.34
789019,MSFT,2002,1,7245.0,2738.0,45.49,0.51,18.52
789019,MSFT,2002,3,7746.0,2726.0,52.31,0.51,13.43
789019,MSFT,2002,4,8541.0,2552.0,38.15,0.48,15.88
789019,MSFT,2003,1,7835.0,2794.0,47.43,0.26,14.92
789019,MSFT,2003,3,8215.0,2614.0,38.35,0.24,17.13
789019,MSFT,2003,4,10153.0,1549.0,14.53,0.14,16.96
789019,MSFT,2004,1,9175.0,1315.0,13.92,0.12,15.45
789019,MSFT,2004,3,9189.0,2528.0,38.0,0.23,17.18
789019,MSFT,2004,4,10818.0,3463.0,43.9,0.32,18.51
789019,MSFT,2005,1,9620.0,2563.0,34.6,0.24,16.79
789019,MSFT,2005,3,9741.0,3141.0,41.52,0.29,17.98
789019,MSFT,2005,4,11837.0,3653.0,39.31,0.35,18.33
789019,MSFT,2006,1,10900.0,2977.0,35.69,0.29,19.14
789019,MSFT,2006,3,10811.0,3478.0,41.38,0.35,19.38
789019,MSFT,2006,4,12542.0,2626.0,27.68,0.27,21.24
789019,MSFT,2007,3,14398.0,4926.0,45.78,0.51,21.17
789019,MSFT,2007,4,16367.0,4707.0,39.6,0.5,25.66
789019,MSFT,2008,3,14454.0,4388.0,30.5,0.47,19.46
789019,MSFT,2008,4,16629.0,4174.0,35.71,0.47,14.27
789019,MSFT,2009,1,13648.0,2977.0,32.5,0.33,13.58
789019,MSFT,2009,3,12920.0,3574.0,34.66,0.4,19.24
789019,MSFT,2009,4,19022.0,6662.0,44.76,0.75,22.9
789019,MSFT,2010,1,14503.0,4006.0,35.67,0.46,22.11
789019,MSFT,2010,3,16195.0,5410.0,43.92,0.63,18.67
789019,MSFT,2010,4,19953.0,6634.0,40.95,0.78,21.41
789019,MSFT,2011,1,16428.0,5232.0,34.76,0.62,19.59
789019,MSFT,2011,3,17372.0,5738.0,41.46,0.68,19.45
789019,MSFT,2011,4,20885.0,6624.0,38.27,0.79,20.44
789019,MSFT,2012,1,17407.0,5108.0,36.63,0.61,25.57
789019,MSFT,2012,3,16008.0,4466.0,33.18,0.53,23.9
789019,MSFT,2012,4,21456.0,6377.0,36.2,0.76,21.63
789019,MSFT,2013,1,20489.0,6055.0,37.16,0.72,23.36
789019,MSFT,2013,3,18529.0,5244.0,34.17,0.63,27.55
789019,MSFT,2013,4,24519.0,6558.0,32.5,0.79,31.2
789019,MSFT,2014,1,20403.0,5660.0,34.16,0.68,34.45
789019,MSFT,2014,3,23201.0,4540.0,25.19,0.55,39.48
789019,MSFT,2014,4,26470.0,5863.0,29.37,0.71,39.81
789019,MSFT,2015,1,21729.0,4985.0,30.33,0.61,35.09
789019,MSFT,2015,3,20379.0,4620.0,28.44,0.58,38.7
789019,MSFT,2015,4,23796.0,4998.0,25.33,0.63,48.84
789019,MSFT,2016,1,20531.0,3756.0,25.74,0.48,48.97
789019,MSFT,2016,3,20453.0,4690.0,25.53,0.6,51.75
789019,MSFT,2016,4,24090.0,5200.0,25.63,0.67,56.2
789019,MSFT,2017,1,22090.0,4801.0,25.33,0.62,59.93
789019,MSFT,2017,3,24538.0,6576.0,31.42,0.85,68.53
789019,MSFT,2018,1,28918.0,-6302.0,30.02,-0.82,84.79
789019,MSFT,2018,3,29084.0,8824.0,34.23,1.15,107.12
789019,MSFT,2019,1,30571.0,8809.0,33.83,1.15,111.42
789019,MSFT,2019,2,32471.0,8420.0,31.6,1.09,127.02
789019,MSFT,2019,3,33055.0,10678.0,38.39,1.4,132.26
789019,MSFT,2019,4,36906.0,11649.0,37.65,1.53,150.54
789019,MSFT,2020,1,35021.0,10752.0,37.03,1.41,150.96
789019,MSFT,2020,3,37154.0,13893.0,42.73,1.84,202.37
789019,MSFT,2020,4,43076.0,15463.0,41.56,2.05,214.56
789019,MSFT,2021,1,41706.0,15457.0,40.89,2.05,227.97
789019,MSFT,2021,4,51728.0,18765.0,43.0,2.5,327.16
789019,MSFT,2022,1,49360.0,16728.0,41.25,2.23,300.53
789019,MSFT,2022,3,50122.0,17556.0,42.93,2.35,228.04
789019,MSFT,2022,4,52747.0,16425.0,38.69,2.2,235.48
789019,MSFT,2023,1,52857.0,18299.0,42.29,2.46,283.79
789019,MSFT,2023,3,56517.0,22291.0,47.57,3.0,312.15
789019,MSFT,2023,4,62020.0,21870.0,43.57,2.94,372.5
789019,MSFT,2024,1,61858.0,21939.0,44.57,2.95,417.53
789019,MSFT,2024,3,65585.0,24667.0,46.6,3.32,428.58
789019,MSFT,2024,4,69632.0,24108.0,45.47,3.24,420.66
1045810,NVDA,2001,1,240.93,25.87,13.05,0.37,0.25
1045810,NVDA,2001,3,260.26,33.58,17.41,0.47,0.21
1045810,NVDA,2002,1,582.91,83.25,20.11,0.55,0.34
1045810,NVDA,2002,3,427.29,5.25,1.44,0.03,0.07
1045810,NVDA,2003,2,404.98,19.75,6.51,0.12,0.18
1045810,NVDA,2003,3,486.07,6.36,3.16,0.04,0.12
1045810,NVDA,2004,1,471.91,21.35,5.06,0.13,0.2
1045810,NVDA,2004,2,456.06,5.12,0.83,0.03,0.16
1045810,NVDA,2004,3,515.59,25.88,5.58,0.16,0.11
1045810,NVDA,2005,2,574.81,74.84,13.92,0.44,0.2
1045810,NVDA,2005,3,583.42,65.25,12.26,0.38,0.26
1045810,NVDA,2006,1,583.85,64.44,13.05,0.38,0.44
1045810,NVDA,2006,2,681.81,90.68,14.77,0.26,0.33
1045810,NVDA,2006,3,687.52,86.75,13.94,0.25,0.45
1045810,NVDA,2007,1,844.28,132.26,16.73,0.37,0.44
1045810,NVDA,2007,3,935.25,172.73,19.76,0.47,0.83
1045810,NVDA,2007,4,1115.6,235.66,22.22,0.42,0.78
1045810,NVDA,2008,1,1153.39,176.81,17.6,0.32,0.45
1045810,NVDA,2008,3,892.68,-120.93,-17.41,-0.22,0.25
1045810,NVDA,2009,1,664.23,-201.34,-34.76,-0.37,0.23
1045810,NVDA,2009,2,776.52,-105.3,-14.18,-0.19,0.26
1045810,NVDA,2009,3,903.21,107.58,11.93,0.2,0.34
1045810,NVDA,2010,1,1001.81,137.59,14.72,0.24,0.4
1045810,NVDA,2010,3,811.21,-140.96,-21.58,-0.25,0.27
1045810,NVDA,2011,1,962.04,135.22,16.1,0.23,0.42
1045810,NVDA,2011,2,1016.52,151.57,17.11,0.25,0.37
1045810,NVDA,2011,3,1066.18,178.27,18.48,0.29,0.29
1045810,NVDA,2012,1,924.88,60.44,7.88,0.1,0.35
1045810,NVDA,2012,2,1044.27,119.05,13.37,0.19,0.32
1045810,NVDA,2012,3,1204.11,209.08,20.92,0.34,0.31
1045810,NVDA,2013,1,954.74,77.89,8.67,0.13,0.3
1045810,NVDA,2013,3,977.24,96.45,10.8,0.16,0.36
1045810,NVDA,2014,1,1102.79,136.52,13.73,0.24,0.42
1045810,NVDA,2015,1,1151.0,134.0,15.28,0.24,0.5
1045810,NVDA,2015,2,1102.82,127.98,14.8,0.23,0.49
1045810,NVDA,2015,3,1225.38,172.97,17.41,0.32,0.6
1045810,NVDA,2016,1,1305.0,196.0,18.78,0.33,0.87
1045810,NVDA,2016,3,1428.0,253.0,22.2,0.4,1.69
1045810,NVDA,2017,1,1937.0,507.0,28.6,0.79,2.69
1045810,NVDA,2017,3,2636.0,838.0,33.94,1.39,4.42
1045810,NVDA,2018,1,3207.0,1244.0,40.4,1.98,5.73
1045810,NVDA,2018,2,2230.0,583.0,30.85,0.98,5.87
1045810,NVDA,2018,3,3181.0,1230.0,33.26,1.97,6.96
1045810,NVDA,2019,1,2220.0,394.0,16.13,0.65,4.46
1045810,NVDA,2019,3,2579.0,552.0,22.13,0.9,4.33
1045810,NVDA,2020,1,3080.0,917.0,31.69,1.47,6.57
1045810,NVDA,2020,2,3866.0,622.0,16.85,1.01,9.47
1045810,NVDA,2020,3,4726.0,1336.0,29.57,2.16,13.49
1045810,NVDA,2021,3,6507.0,2374.0,37.55,0.95,20.68
1045810,NVDA,2022,1,5661.0,1912.0,34.55,3.08,27.24
1045810,NVDA,2022,2,8288.0,1618.0,22.54,0.64,15.14
1045810,NVDA,2022,3,6704.0,656.0,7.45,0.26,12.13
1045810,NVDA,2023,1,7192.0,2043.0,29.74,0.83,27.76
1045810,NVDA,2023,2,13507.0,6188.0,50.31,2.5,42.28
1045810,NVDA,2023,3,18120.0,9243.0,57.46,3.75,43.48
1045810,NVDA,2024,1,26044.0,14881.0,64.92,5.98,90.33
1045810,NVDA,2024,3,30040.0,16599.0,62.04,0.68,121.42
77476,PEP,2001,1,4539.0,498.0,16.3,0.34,23.73
77476,PEP,2001,2,5281.0,652.0,17.2,0.45,23.94
77476,PEP,2001,3,6906.0,627.0,14.1,0.35,26.35
77476,PEP,2002,1,5101.0,651.0,18.6,0.37,28.15
77476,PEP,2002,2,6178.0,888.0,20.13,0.5,26.42
77476,PEP,2002,3,6376.0,969.0,20.7,0.55,20.33
77476,PEP,2003,1,5530.0,777.0,20.5,0.45,22.18
77476,PEP,2003,2,12068.0,1786.0,20.9,1.04,24.76
77476,PEP,2003,3,18898.0,2863.0,21.0,1.66,25.59
77476,PEP,2004,1,6131.0,804.0,18.4,0.46,30.26
77476,PEP,2004,2,13201.0,1863.0,19.3,1.07,30.41
77476,PEP,2004,3,20458.0,3227.0,19.86,1.9,27.58
77476,PEP,2005,1,6585.0,912.0,18.9,0.53,30.33
77476,PEP,2005,2,14282.0,2106.0,19.6,1.25,30.99
77476,PEP,2005,3,8184.0,864.0,20.53,0.52,32.74
77476,PEP,2006,1,7205.0,1019.0,18.7,0.61,33.66
77476,PEP,2006,2,15804.0,2377.0,19.7,1.43,35.14
77476,PEP,2006,3,8950.0,1481.0,20.3,0.88,38.37
77476,PEP,2007,1,7350.0,1096.0,19.3,0.65,37.73
77476,PEP,2007,2,16957.0,2653.0,19.9,1.62,38.71
77476,PEP,2007,3,10171.0,1743.0,20.3,1.08,43.97
77476,PEP,2008,1,8333.0,1148.0,18.64,0.7,43.78
77476,PEP,2008,2,19278.0,2847.0,19.4,1.76,38.81
77476,PEP,2008,3,11244.0,1576.0,17.65,1.01,43.76
77476,PEP,2009,1,8263.0,1135.0,19.2,0.73,32.14
77476,PEP,2009,2,18855.0,2795.0,20.0,1.78,34.59
77476,PEP,2009,3,29935.0,4512.0,20.1,2.87,37.22
77476,PEP,2010,1,9368.0,1430.0,8.96,0.9,42.58
77476,PEP,2010,2,24169.0,3033.0,13.65,1.9,39.53
77476,PEP,2010,3,39683.0,4955.0,15.38,3.11,43.41
77476,PEP,2011,1,11937.0,1143.0,14.5,0.72,42.73
77476,PEP,2011,2,28764.0,3049.0,15.57,1.91,47.06
77476,PEP,2011,3,46346.0,5028.0,15.94,3.14,41.69
77476,PEP,2012,1,12428.0,1127.0,13.9,0.71,45.42
77476,PEP,2012,3,45538.0,4517.0,15.1,2.86,49.19
77476,PEP,2012,4,16458.0,1488.0,14.43,0.95,47.94
77476,PEP,2013,1,12581.0,1075.0,13.17,0.69,55.81
77476,PEP,2013,2,29388.0,3085.0,15.4,1.97,58.11
77476,PEP,2013,3,46297.0,4998.0,15.1,3.2,56.88
77476,PEP,2014,1,12623.0,1216.0,14.3,0.79,60.58
77476,PEP,2014,2,29517.0,3194.0,15.93,2.08,65.3
77476,PEP,2014,3,46735.0,5202.0,16.15,3.4,68.53
77476,PEP,2015,1,12217.0,1221.0,14.7,0.81,71.33
77476,PEP,2015,2,28140.0,3201.0,16.7,2.14,70.14
77476,PEP,2015,3,16331.0,533.0,8.67,0.36,71.41
77476,PEP,2016,1,11862.0,931.0,13.7,0.64,78.71
77476,PEP,2016,2,27257.0,2936.0,16.81,2.01,81.98
77476,PEP,2016,3,43284.0,4928.0,17.11,3.39,84.76
77476,PEP,2017,1,12049.0,1318.0,16.0,0.91,88.42
77476,PEP,2017,2,27759.0,3423.0,17.7,2.38,91.91
77476,PEP,2017,3,16240.0,2144.0,18.4,1.5,89.3
77476,PEP,2018,1,12562.0,1343.0,14.4,0.94,88.73
77476,PEP,2018,2,28652.0,3163.0,16.88,2.23,89.32
77476,PEP,2018,3,45137.0,5661.0,17.01,3.97,92.48
77476,PEP,2019,1,12884.0,1413.0,15.6,1.0,103.01
77476,PEP,2019,2,29333.0,3448.0,16.16,2.46,111.03
77476,PEP,2019,3,17188.0,2100.0,16.61,1.5,116.88
77476,PEP,2020,1,13881.0,1338.0,13.9,0.96,103.8
77476,PEP,2020,2,29826.0,2984.0,14.23,2.15,115.2
77476,PEP,2020,3,47917.0,5275.0,15.14,3.79,121.59
77476,PEP,2021,1,14820.0,1714.0,15.6,1.24,125.97
77476,PEP,2021,2,34037.0,4072.0,15.98,2.94,132.92
77476,PEP,2021,3,20189.0,2224.0,15.64,1.61,135.86
77476,PEP,2022,1,16200.0,4261.0,32.5,3.08,153.21
77476,PEP,2022,2,36425.0,5690.0,20.16,4.09,153.61
77476,PEP,2022,3,21971.0,2702.0,15.26,1.96,151.49
77476,PEP,2023,1,17846.0,1932.0,14.7,1.4,171.36
77476,PEP,2023,2,40168.0,4680.0,15.65,3.4,175.32
77476,PEP,2023,3,23453.0,3092.0,17.12,2.25,161.51
77476,PEP,2024,1,18250.0,2042.0,14.9,1.48,169.38
77476,PEP,2024,2,40751.0,5125.0,16.6,3.71,160.88
77476,PEP,2024,3,23319.0,2930.0,16.6,2.13,167.14
80424,PG,2001,1,9511.0,893.0,13.7,0.63,16.38
80424,PG,2001,3,9766.0,1104.0,18.0,0.83,19.26
80424,PG,2001,4,10403.0,1299.0,17.92,0.98,21.05
80424,PG,2002,1,9900.0,1039.0,16.7,0.74,24.08
80424,PG,2002,3,10796.0,1464.0,20.2,1.1,24.3
80424,PG,2002,4,11005.0,1494.0,20.4,1.13,23.47
80424,PG,2003,1,10656.0,1273.0,18.4,0.91,24.44
80424,PG,2003,3,12195.0,1761.0,21.7,1.33,25.72
80424,PG,2003,4,13221.0,1818.0,20.7,1.38,27.81
80424,PG,2004,1,13029.0,1528.0,17.7,1.09,29.34
80424,PG,2004,3,13744.0,2001.0,20.9,0.73,30.57
80424,PG,2005,1,14287.0,1720.0,18.8,0.67,30.21
80424,PG,2005,2,14452.0,2039.0,21.2,0.79,30.22
80424,PG,2005,3,14793.0,2029.0,20.7,0.77,34.24
80424,PG,2005,4,18337.0,2546.0,21.2,0.76,33.5
80424,PG,2006,1,17250.0,2211.0,19.4,0.63,33.52
80424,PG,2006,3,18785.0,2698.0,21.6,0.79,36.45
80424,PG,2006,4,19725.0,2862.0,22.1,0.84,37.98
80424,PG,2007,1,18694.0,2512.0,19.5,0.74,37.51
80424,PG,2007,3,20199.0,3079.0,21.9,0.92,42.24
80424,PG,2007,4,21575.0,3270.0,21.9,0.98,44.31
80424,PG,2008,1,20463.0,2710.0,20.1,0.82,42.5
80424,PG,2008,3,22026.0,3348.0,21.3,1.03,42.78
80424,PG,2008,4,20368.0,5004.0,20.9,1.58,38.19
80424,PG,2009,1,18417.0,2613.0,20.3,0.84,29.29
80424,PG,2009,3,19807.0,3307.0,22.5,1.06,36.63
80424,PG,2009,4,21027.0,4659.0,22.1,1.49,38.64
80424,PG,2010,1,19178.0,2585.0,20.7,0.83,40.61
80424,PG,2010,3,20122.0,3081.0,22.4,1.02,39.09
80424,PG,2010,4,21347.0,3333.0,20.0,1.11,42.26
80424,PG,2011,1,20230.0,2873.0,18.6,0.96,40.76
80424,PG,2011,3,21917.0,3024.0,19.8,1.03,42.5
80424,PG,2011,4,22135.0,1690.0,12.4,0.57,45.24
80424,PG,2012,1,20194.0,2411.0,16.3,0.85,45.94
80424,PG,2012,3,20739.0,2814.0,19.1,1.0,48.23
80424,PG,2012,4,22175.0,4057.0,20.3,1.46,47.59
80424,PG,2013,1,20598.0,2566.0,16.52,0.92,54.46
80424,PG,2013,3,21205.0,3027.0,19.6,1.09,54.22
80424,PG,2013,4,22280.0,3428.0,20.4,1.24,58.85
80424,PG,2014,1,20559.0,2609.0,16.8,0.94,58.7
80424,PG,2014,3,20792.0,2020.0,14.1,0.71,61.97
80424,PG,2015,1,18142.0,2153.0,17.3,0.77,61.54
80424,PG,2015,2,20161.0,2372.0,19.6,0.85,59.23
80424,PG,2015,3,16527.0,2601.0,22.8,0.91,54.91
80424,PG,2015,4,16915.0,3206.0,22.8,1.16,61.15
80424,PG,2016,1,15755.0,2750.0,21.1,1.0,63.94
80424,PG,2016,3,16518.0,2714.0,22.83,0.99,70.84
80424,PG,2016,4,16856.0,7875.0,23.0,2.88,66.88
80424,PG,2017,3,15605.0,2522.0,21.54,0.96,74.08
80424,PG,2017,4,17395.0,2495.0,23.0,0.96,75.37
80424,PG,2018,1,16281.0,2511.0,20.24,0.95,65.53
80424,PG,2018,3,16690.0,3211.0,21.3,1.26,70.06
80424,PG,2018,4,17438.0,3216.0,22.33,1.25,78.06
80424,PG,2019,3,16462.0,2745.0,19.63,1.07,107.91
80424,PG,2019,4,18240.0,3743.0,24.6,1.41,109.05
80424,PG,2020,1,17214.0,2917.0,20.07,1.15,96.61
80424,PG,2020,3,19318.0,4308.0,27.3,1.63,123.66
80424,PG,2020,4,19745.0,3887.0,27.2,1.47,124.48
80424,PG,2021,1,18109.0,3249.0,20.9,1.26,121.89
80424,PG,2021,3,20338.0,4126.0,24.7,1.61,127.43
80424,PG,2021,4,20953.0,4242.0,24.7,1.66,150.03
80424,PG,2022,1,19381.0,3355.0,20.76,1.37,140.9
80424,PG,2022,3,20612.0,3963.0,24.0,1.57,117.83
80424,PG,2022,4,20773.0,3959.0,23.04,1.63,142.46
80424,PG,2023,1,20068.0,3424.0,21.17,1.37,140.63
80424,PG,2023,3,21871.0,4556.0,26.4,1.83,139.7
80424,PG,2023,4,21441.0,3493.0,20.66,1.44,141.23
80424,PG,2024,1,20195.0,3781.0,22.1,1.52,157.36
80424,PG,2024,3,21737.0,3987.0,26.7,1.61,170.08
80424,PG,2024,4,21882.0,4659.0,26.2,1.88,165.6
1318605,TSLA,2010,2,28.41,-38.52,-110.42,-5.04,1.59
1318605,TSLA,2010,3,31.24,-34.94,-121.08,-0.38,1.36
1318605,TSLA,2011,1,49.03,-48.94,-96.63,-0.51,1.85
1318605,TSLA,2011,2,58.17,-58.9,-101.0,-0.6,1.94
1318605,TSLA,2011,3,57.67,-65.08,-111.85,-0.63,1.63
1318605,TSLA,2012,1,30.17,-89.87,-294.3,-0.86,2.48
1318605,TSLA,2012,2,26.65,-105.6,-398.38,-1.0,2.09
1318605,TSLA,2012,3,50.1,-110.8,-216.59,-1.05,1.95
1318605,TSLA,2013,1,561.79,11.25,-0.99,0.1,2.53
1318605,TSLA,2013,2,405.14,-30.5,-2.91,-0.26,7.16
1318605,TSLA,2013,3,431.35,-38.5,-7.09,-0.32,12.89
1318605,TSLA,2014,1,620.54,-49.8,-7.09,-0.4,13.9
1318605,TSLA,2014,2,769.35,-61.9,-3.74,-0.5,16.0
1318605,TSLA,2014,3,851.8,-74.71,-4.59,-0.6,16.18
1318605,TSLA,2015,1,939.88,-154.18,-10.91,-1.22,12.58
1318605,TSLA,2015,2,955.0,-184.23,-17.81,-1.45,17.88
1318605,TSLA,2015,3,936.79,-229.86,-19.62,-1.78,16.56
1318605,TSLA,2016,1,1147.05,-282.27,-21.63,-2.13,15.32
1318605,TSLA,2016,2,1270.02,-293.19,-18.73,-2.09,14.15
1318605,TSLA,2016,3,2298.44,21.88,3.72,0.15,13.6
1318605,TSLA,2017,1,2696.27,-330.28,-9.55,-2.04,18.55
1318605,TSLA,2017,2,2789.56,-336.4,-8.64,-2.04,24.11
1318605,TSLA,2017,3,2984.68,-619.38,-17.94,-3.7,22.74
1318605,TSLA,2018,1,3408.75,-709.55,-17.51,-4.19,17.74
1318605,TSLA,2018,2,4002.23,-717.54,-15.53,-4.22,22.86
1318605,TSLA,2018,3,6824.41,311.52,6.11,1.82,17.65
1318605,TSLA,2019,1,4541.46,-702.14,-11.49,-4.1,18.66
1318605,TSLA,2019,2,6349.68,-408.33,-2.64,-2.31,14.9
1318605,TSLA,2019,3,6303.0,143.0,4.14,0.8,16.06
1318605,TSLA,2020,1,5985.0,16.0,4.73,0.09,34.93
1318605,TSLA,2020,2,6036.0,104.0,5.42,0.56,71.99
1318605,TSLA,2020,3,8771.0,369.0,9.23,0.32,143.0
1318605,TSLA,2021,1,10389.0,438.0,5.72,0.46,222.64
1318605,TSLA,2021,2,11958.0,1142.0,10.97,1.18,226.57
1318605,TSLA,2021,3,13757.0,1659.0,14.57,1.62,258.49
1318605,TSLA,2022,1,18756.0,3318.0,19.21,3.2,359.2
1318605,TSLA,2022,2,16934.0,2269.0,14.55,2.18,224.47
1318605,TSLA,2022,3,21454.0,3331.0,17.19,1.05,265.25
1318605,TSLA,2023,1,23329.0,2513.0,11.43,0.8,207.46
1318605,TSLA,2023,2,24927.0,2703.0,9.62,0.78,261.77
1318605,TSLA,2023,3,23350.0,1853.0,7.55,0.58,250.22
1318605,TSLA,2024,1,21301.0,1129.0,5.5,0.37,175.79
1318605,TSLA,2024,2,25500.0,1478.0,6.29,0.46,197.88
1318605,TSLA,2024,3,25182.0,2167.0,10.79,0.68,261.63
731766,UNH,1999,3,4903.0,144.0,4.9,0.83,4.81
731766,UNH,2000,1,5099.0,174.0,5.35,1.06,5.9
731766,UNH,2000,2,5220.0,170.0,5.52,1.04,8.48
731766,UNH,2000,3,5369.0,182.0,5.75,1.08,9.77
731766,UNH,2001,1,5680.0,212.0,6.4,0.67,11.73
731766,UNH,2001,2,5813.0,223.0,6.6,0.68,12.23
731766,UNH,2001,3,5941.0,231.0,6.7,0.71,13.17
731766,UNH,2002,1,6013.0,295.0,8.0,0.92,15.14
731766,UNH,2002,2,6078.0,325.0,8.6,1.07,18.13
731766,UNH,2002,3,6247.0,353.0,9.2,1.17,17.28
731766,UNH,2003,1,6975.0,403.0,9.4,1.35,18.16
731766,UNH,2003,2,7087.0,439.0,10.0,0.74,19.91
731766,UNH,2003,3,7238.0,476.0,10.5,0.81,19.94
731766,UNH,2004,1,8144.0,554.0,10.8,0.92,25.55
731766,UNH,2004,2,8704.0,596.0,10.9,0.98,24.68
731766,UNH,2004,3,9859.0,698.0,11.1,1.09,29.24
731766,UNH,2005,1,10887.0,779.0,11.5,1.22,37.83
731766,UNH,2005,2,11111.0,809.0,11.8,0.61,41.36
731766,UNH,2005,3,11322.0,842.0,12.2,0.67,44.58
731766,UNH,2006,1,17586.0,899.0,8.4,0.66,44.33
731766,UNH,2006,3,17970.0,1112.0,10.36,0.83,39.05
731766,UNH,2007,1,19047.0,927.0,8.31,0.69,42.06
731766,UNH,2007,2,19000.0,1228.0,10.92,0.93,40.61
731766,UNH,2007,3,18679.0,1283.0,11.55,0.98,38.46
731766,UNH,2008,1,20304.0,994.0,8.44,0.8,27.31
731766,UNH,2008,2,20272.0,337.0,3.32,0.28,20.86
731766,UNH,2008,3,20156.0,920.0,7.92,0.76,20.18
731766,UNH,2009,1,22004.0,984.0,7.58,0.82,16.66
731766,UNH,2009,2,21655.0,859.0,6.65,0.73,19.88
731766,UNH,2009,3,21695.0,1035.0,7.73,0.9,19.93
731766,UNH,2010,1,23193.0,1191.0,8.69,1.04,26.0
731766,UNH,2010,2,23264.0,1123.0,8.17,1.0,22.72
731766,UNH,2010,3,23668.0,1277.0,9.06,1.15,28.19
731766,UNH,2011,1,25432.0,1346.0,8.73,1.24,36.52
731766,UNH,2011,2,25234.0,1267.0,8.32,1.18,41.81
731766,UNH,2011,3,25280.0,1271.0,8.19,1.19,37.51
731766,UNH,2012,1,27282.0,1388.0,8.49,1.34,48.25
731766,UNH,2012,2,27265.0,1337.0,8.17,1.3,48.06
731766,UNH,2012,3,27302.0,1557.0,9.56,1.5,45.71
731766,UNH,2013,1,30340.0,1192.0,7.05,1.17,47.57
731766,UNH,2013,2,30408.0,1436.0,7.89,1.42,54.68
731766,UNH,2013,3,30624.0,1570.0,8.59,1.56,60.03
